step,tag,value
149,Loss/train/0,0.1562863439321518
150,Loss/train/0,0.15528804063796997
151,Loss/train/0,0.1561344414949417
152,Loss/train/0,0.15405388176441193
153,Loss/train/0,0.15074530243873596
154,Loss/train/0,0.15539421141147614
155,Loss/train/0,0.15570537745952606
156,Loss/train/0,0.14909230172634125
157,Loss/train/0,0.1487330198287964
158,Loss/train/0,0.14978574216365814
159,Loss/train/0,0.15449674427509308
160,Loss/train/0,0.15354886651039124
161,Loss/train/0,0.1522899717092514
162,Loss/train/0,0.14919307827949524
163,Loss/train/0,0.14677385985851288
164,Loss/train/0,0.14972969889640808
165,Loss/train/0,0.1486322581768036
166,Loss/train/0,0.1478692591190338
167,Loss/train/0,0.1477360874414444
168,Loss/train/0,0.14993727207183838
169,Loss/train/0,0.14940014481544495
170,Loss/train/0,0.14619992673397064
171,Loss/train/0,0.14995591342449188
172,Loss/train/0,0.1460774540901184
173,Loss/train/0,0.155690997838974
174,Loss/train/0,0.14896374940872192
175,Loss/train/0,0.1441897749900818
176,Loss/train/0,0.15087999403476715
177,Loss/train/0,0.14823763072490692
178,Loss/train/0,0.15260571241378784
179,Loss/train/0,0.14699020981788635
180,Loss/train/0,0.1500774472951889
181,Loss/train/0,0.15521439909934998
182,Loss/train/0,0.1496366560459137
183,Loss/train/0,0.14623159170150757
184,Loss/train/0,0.14989204704761505
185,Loss/train/0,0.14939236640930176
186,Loss/train/0,0.1521289050579071
187,Loss/train/0,0.14801166951656342
188,Loss/train/0,0.1465885043144226
189,Loss/train/0,0.147330641746521
190,Loss/train/0,0.1458328515291214
191,Loss/train/0,0.15197333693504333
192,Loss/train/0,0.14343450963497162
193,Loss/train/0,0.1438271403312683
194,Loss/train/0,0.147173210978508
195,Loss/train/0,0.1456180214881897
196,Loss/train/0,0.14996466040611267
197,Loss/train/0,0.14459624886512756
198,Loss/train/0,0.1491628885269165
199,Loss/train/0,0.14471526443958282
200,Loss/train/0,0.1509445160627365
201,Loss/train/0,0.1446027010679245
202,Loss/train/0,0.14680331945419312
203,Loss/train/0,0.14801613986492157
204,Loss/train/0,0.15008491277694702
205,Loss/train/0,0.1464328169822693
206,Loss/train/0,0.1478709876537323
207,Loss/train/0,0.15015320479869843
208,Loss/train/0,0.1456296294927597
209,Loss/train/0,0.14457201957702637
210,Loss/train/0,0.15291643142700195
211,Loss/train/0,0.1472499668598175
212,Loss/train/0,0.14366909861564636
213,Loss/train/0,0.14842075109481812
214,Loss/train/0,0.14624522626399994
215,Loss/train/0,0.14625880122184753
216,Loss/train/0,0.1478232890367508
217,Loss/train/0,0.14797081053256989
218,Loss/train/0,0.14083831012248993
219,Loss/train/0,0.1475522667169571
220,Loss/train/0,0.14554816484451294
221,Loss/train/0,0.14792729914188385
222,Loss/train/0,0.14677447080612183
223,Loss/train/0,0.14840096235275269
224,Loss/train/0,0.14492915570735931
225,Loss/train/0,0.14663493633270264
226,Loss/train/0,0.14083969593048096
227,Loss/train/0,0.1459973007440567
228,Loss/train/0,0.14468087255954742
229,Loss/train/0,0.1435898244380951
230,Loss/train/0,0.14470131695270538
231,Loss/train/0,0.14581701159477234
232,Loss/train/0,0.14178566634655
233,Loss/train/0,0.14269036054611206
234,Loss/train/0,0.1382642388343811
235,Loss/train/0,0.1475953757762909
236,Loss/train/0,0.14079703390598297
237,Loss/train/0,0.14138008654117584
238,Loss/train/0,0.1463005095720291
239,Loss/train/0,0.1426035761833191
240,Loss/train/0,0.14407525956630707
241,Loss/train/0,0.14205007255077362
242,Loss/train/0,0.13869749009609222
243,Loss/train/0,0.13969123363494873
244,Loss/train/0,0.1432938277721405
245,Loss/train/0,0.14464204013347626
246,Loss/train/0,0.14282162487506866
247,Loss/train/0,0.14432723820209503
248,Loss/train/0,0.1459624022245407
249,Loss/train/0,0.14748769998550415
250,Loss/train/0,0.1428251564502716
251,Loss/train/0,0.14523418247699738
252,Loss/train/0,0.14540475606918335
253,Loss/train/0,0.1390497386455536
254,Loss/train/0,0.14419913291931152
255,Loss/train/0,0.1470097154378891
256,Loss/train/0,0.1444312334060669
257,Loss/train/0,0.14265300333499908
258,Loss/train/0,0.14655888080596924
259,Loss/train/0,0.14304415881633759
260,Loss/train/0,0.14437326788902283
261,Loss/train/0,0.1445225477218628
262,Loss/train/0,0.1452576369047165
263,Loss/train/0,0.14274606108665466
264,Loss/train/0,0.1375064104795456
265,Loss/train/0,0.14730088412761688
266,Loss/train/0,0.1447845846414566
267,Loss/train/0,0.1473265141248703
268,Loss/train/0,0.146277517080307
269,Loss/train/0,0.14370998740196228
270,Loss/train/0,0.14515523612499237
271,Loss/train/0,0.14463402330875397
272,Loss/train/0,0.14296293258666992
273,Loss/train/0,0.1428082436323166
274,Loss/train/0,0.14577648043632507
275,Loss/train/0,0.13670779764652252
276,Loss/train/0,0.14464978873729706
277,Loss/train/0,0.14000345766544342
278,Loss/train/0,0.14549188315868378
279,Loss/train/0,0.14665964245796204
280,Loss/train/0,0.14415530860424042
281,Loss/train/0,0.1432424932718277
282,Loss/train/0,0.14384326338768005
283,Loss/train/0,0.14430825412273407
284,Loss/train/0,0.13913816213607788
285,Loss/train/0,0.13836075365543365
286,Loss/train/0,0.14228951930999756
287,Loss/train/0,0.14160096645355225
288,Loss/train/0,0.14283251762390137
289,Loss/train/0,0.1463906168937683
290,Loss/train/0,0.14188110828399658
291,Loss/train/0,0.1398514062166214
292,Loss/train/0,0.14035901427268982
293,Loss/train/0,0.14373807609081268
294,Loss/train/0,0.13984601199626923
295,Loss/train/0,0.1346099078655243
296,Loss/train/0,0.14126227796077728
297,Loss/train/0,0.14460492134094238
298,Loss/train/0,0.13951826095581055
299,Loss/train/0,0.14626525342464447
300,Loss/train/0,0.14358803629875183
301,Loss/train/0,0.14295445382595062
302,Loss/train/0,0.145095095038414
