bb_idx,MT_BigMHC,WT_BigMHC
79,0.23175953,0.2042295
80,0.19252208,0.1671587
81,0.004009443,0.0018918973
82,0.012406377,0.008702848
83,0.01856746,0.009674536
84,0.20115638,0.046774182
85,0.030637741,0.0058244644
86,0.017097045,0.022499371
87,0.06544715,0.11816013
88,0.045124136,0.08092594
89,0.41545773,0.3256423
90,0.009810637,0.011037822
91,0.16049643,0.12030114
92,0.11877698,0.15238106
93,0.06587066,0.035410967
94,0.004540383,0.008286244
95,0.023781491,0.016972203
96,0.010919602,0.0037761354
97,0.008597033,0.008765748
98,0.027221054,0.020473164
99,0.054717515,0.06629194
100,0.010335982,0.011846443
101,0.14114608,0.22356312
102,0.047289588,0.026358385
103,0.11477834,0.036796596
104,0.112881385,0.123688735
105,0.23015295,0.2888042
106,0.014431087,0.009861373
107,0.026120722,0.04384497
108,0.07636823,0.1051646
109,0.03541114,0.012175445
110,0.17048375,0.4477911
111,0.010396601,0.01803189
112,0.244374,0.21680887
113,0.06294664,0.14180446
114,0.05193114,0.028923182
115,0.15170823,0.07169788
116,0.09144129,0.031031728
117,0.05748427,0.02259749
118,0.0023802735,0.0023077861
119,0.015084478,0.01370847
120,0.034768857,0.031812884
121,0.15448311,0.12545416
122,0.20837447,0.122272
123,0.007272392,0.005884844
124,0.4672325,0.42231518
125,0.017739998,0.015528644
126,0.19057536,0.12035642
127,0.00020324576,0.00015308641
128,0.030413065,0.02644856
129,0.009261742,0.023266433
130,0.19629903,0.13475356
131,0.02888148,0.016951377
132,0.22550765,0.04763452
133,0.03269469,0.008650514
134,0.025219902,0.03993339
135,0.05752806,0.0119510945
136,0.028538631,0.024659988
137,0.007049925,0.0012728332
138,0.14231852,0.33748683
139,6.83982e-05,0.00012885881
140,0.0056563835,0.004066961
141,0.004183581,0.0008248299
142,0.013151717,0.008901023
143,0.008848345,0.0066329828
144,0.1476459,0.14165372
145,7.668282e-06,6.328958e-06
146,0.0009033144,0.00042659164
147,0.007780488,0.0034631644
148,0.014096386,0.0149623435
149,0.005374886,0.006544314
150,0.07154238,0.08243457
151,0.003387531,0.0014420804
152,0.014284342,0.013368699
153,0.0028844082,0.0039352425
154,0.043421745,0.043271042
155,0.030904839,0.025606122
156,0.3051272,0.29524884
157,0.00024355797,0.0008582732
158,0.02686653,0.031446535
159,0.011961018,0.0046560024
160,0.027876684,0.019868623
161,0.0018485077,0.0019493809
162,0.10132025,0.058863845
163,0.00070508587,0.0011665764
164,0.005063064,0.0075313565
165,7.168014e-05,7.000045e-05
166,0.016897546,0.027180761
167,0.0035106495,0.0009315175
168,0.1047244,0.06224794
169,6.26683e-06,5.1702004e-06
170,0.001276431,0.00082244526
171,0.3208124,0.24957602
172,0.36723295,0.1790501
173,0.039678197,0.047044136
174,0.007101039,0.0052171843
175,0.24498619,0.10645767
176,0.07058254,0.024636839
177,0.07172259,0.055006836
178,0.07429689,0.073026635
179,0.22985499,0.12648092
180,0.07996256,0.0402759
181,0.04481987,0.053880986
182,0.013195643,0.0027819257
183,0.070027344,0.06906128
184,0.038713522,0.05069832
185,0.077603124,0.04850995
186,0.2035609,0.022327276
187,0.11815388,0.11331464
188,0.0345998,0.044172592
189,0.41127375,0.41789746
190,0.10580279,0.121168256
191,0.27726868,0.3133004
192,0.23403569,0.103338525
193,0.036560204,0.028578183
194,0.01726399,0.00794926
195,0.23995182,0.28614017
196,0.5364114,0.48209238
197,0.029577674,0.01681278
198,0.009818547,0.004497128
199,0.19694832,0.30059978
200,0.08998762,0.08592099
201,0.119672365,0.2843666
202,0.02513896,0.11992513
203,0.3265614,0.2591614
204,0.06708353,0.051663082
205,0.42118138,0.29112333
206,0.10380619,0.031767793
207,0.29427248,0.2287627
208,0.00834009,0.00807306
209,0.11544191,0.0940805
210,0.052302986,0.023784224
211,0.31776103,0.27941403
212,0.024203667,0.023558896
213,0.121334985,0.09309011
214,0.0804379,0.08792342
215,0.23962924,0.17495407
216,0.0060730674,0.008743112
217,0.14963797,0.1569782
218,0.008742874,0.014586399
219,0.12878749,0.2772923
220,0.051842697,0.031187156
221,0.17034541,0.136948
222,0.008923949,0.006451063
223,0.34577867,0.36579317
224,0.09429471,0.04958764
225,0.41646528,0.47976676
226,0.0045734285,0.0052535227
227,0.110523775,0.087157704
228,0.38027525,0.12317289
229,0.3794179,0.43658367
230,0.047490858,0.037115004
231,0.04504064,0.04569831
232,0.9455742,0.907785
233,0.031005947,0.031322546
234,0.0056605763,0.0027801243
235,0.03643862,0.019754952
236,0.11349029,0.057601612
237,0.12192738,0.122540824
238,0.06387918,0.043647762
239,0.10934513,0.076186255
240,0.03667444,0.051667266
241,0.15182139,0.100586176
242,0.00854486,0.006574869
243,0.078774095,0.07157611
244,0.020719515,0.019604875
245,0.05699071,0.05626719
246,0.057665493,0.042424787
247,0.15339224,0.15439042
248,0.063793145,0.07838643
249,0.06749065,0.07848048
250,0.0111839045,0.012587629
251,0.04616021,0.05456617
252,0.024075497,0.013050775
253,0.041378617,0.037765205
254,0.016509803,0.014906411
255,0.05642336,0.03929951
256,0.16228393,0.15465209
257,0.2539947,0.24906376
258,0.016348144,0.020729396
259,0.02999283,0.042907912
260,0.25267944,0.3380454
261,0.5121106,0.49889794
262,0.079475656,0.17373408
263,0.4026462,0.42083153
264,0.069965355,0.060762465
265,0.24682328,0.19013819
266,0.03943212,0.040772013
267,0.15966418,0.11059539
268,0.049503446,0.014429106
269,0.4230431,0.48164234
270,0.0104727,0.010028877
271,0.15955576,0.14175211
272,0.011847423,0.00882411
273,0.12066742,0.12395786
274,0.016215634,0.015718928
275,0.03889781,0.052247625
276,0.1048014,0.11745747
277,0.04215968,0.055805933
278,0.005675888,0.008698569
279,0.0198281,0.023741757
280,0.23026538,0.2888927
281,0.11679181,0.13921209
282,0.0109686805,0.014414348
283,0.31547275,0.3154876
284,0.017800825,0.017530391
285,0.12487074,0.111223556
286,0.0754315,0.057922386
287,0.1957455,0.18982671
288,0.04567926,0.02554768
289,0.1338994,0.15808173
290,0.041290555,0.030847484
291,0.09508947,0.086192116
292,0.0065444014,0.004367115
293,0.22620489,0.36639902
294,0.06891548,0.03577665
295,0.13678585,0.17889653
296,0.07270292,0.061390426
297,0.20270158,0.10438233
298,0.002579244,0.006039988
299,0.15339363,0.17787817
300,0.013178987,0.026936436
301,0.025038783,0.026338246
302,0.004113631,0.0047973753
303,0.025225788,0.021110982
304,0.0614084,0.0064633386
305,0.0908463,0.091122925
306,0.009333233,0.016722055
307,0.052773774,0.14812739
308,0.0033698736,0.012671078
309,0.107808165,0.090792775
310,0.0053596916,0.004777238
311,0.03917787,0.03406482
312,0.008469827,0.0066407206
313,0.12300832,0.11173256
314,0.004504458,0.004475684
315,0.049368054,0.04528772
316,0.018417802,0.011844776
317,0.5121106,0.49889794
318,0.079475656,0.17373408
319,0.4026462,0.42083153
320,0.069965355,0.060762465
321,0.15370496,0.12415532
322,0.012559085,0.008473488
323,0.032314666,0.025734449
324,0.047195315,0.046905536
