epoch,loss,elapsed_s
100,0.00977176264501535,870.8
101,0.009743356045622093,877.0
102,0.00967579478254685,882.8
103,0.009866515933894194,889.5
104,0.009769680107442232,896.2
105,0.009709787598023047,902.9
106,0.009618510921987204,909.4
107,0.009664026676462247,915.8
108,0.00960853320474808,921.5
109,0.009631078217465144,928.4
110,0.00964405217136328,935.3
111,0.009814235338797937,941.5
112,0.00980500980065419,949.1
113,0.009856829835245242,955.1
114,0.00947665384469124,961.4
115,0.009578656835051684,968.5
116,0.009549595071719243,977.1
117,0.009497492373562776,984.2
118,0.00964360861824109,991.5
119,0.009630832333977405,998.7
120,0.009715362165409785,1004.8
121,0.009597543240166628,1010.8
122,0.009633757231327204,1017.3
123,0.009711781129814112,1024.5
124,0.009534607412150273,1030.6
125,0.009431763208256318,1036.8
126,0.009541378671733233,1043.8
127,0.00954100750386715,1050.6
128,0.009554850926192907,1057.3
129,0.009462280385196208,1064.1
130,0.009457913342003639,1070.8
131,0.009359777331925355,1077.2
132,0.009422829331686864,1083.6
133,0.009522874266482316,1089.1
134,0.009413189727526444,1095.2
135,0.009404240648906964,1100.9
136,0.009469014420532263,1106.7
137,0.009390318536987671,1113.1
138,0.009413645373514065,1119.5
139,0.009472485445439816,1126.2
140,0.009528958711486596,1132.0
141,0.009461332112550735,1137.6
142,0.009417506823172937,1143.4
143,0.009507888140013585,1149.6
144,0.00941901494963811,1155.0
145,0.009321898336593921,1161.1
146,0.009304647219295685,1166.9
147,0.009333594386967329,1172.6
148,0.009547188892387426,1178.0
149,0.009253723102693375,1183.5
150,0.009298085192075143,1189.0
151,0.009416672472770397,1194.5
152,0.009760902993954145,1200.1
153,0.009514750869801412,1205.7
154,0.009330854507593009,1211.3
155,0.009299696451769425,1216.9
156,0.009265939662089715,1222.3
157,0.009255506255878851,1227.8
158,0.009243630660841098,1233.8
159,0.009440784700787984,1239.3
160,0.009260993178647299,1245.0
161,0.009385865668837841,1251.2
162,0.009236923390283034,1257.1
163,0.00916124853807,1263.5
164,0.009232367747105084,1269.0
165,0.009431922220839904,1275.0
166,0.00921153066536555,1283.6
167,0.009181122209590215,1292.9
168,0.009284843762333576,1298.6
169,0.009176281753640908,1304.4
170,0.009229468325009713,1310.4
171,0.00919608913648587,1317.1
172,0.009327691707473535,1322.9
173,0.009197542486855616,1328.8
174,0.009276633480420479,1335.7
175,0.009176353164590322,1342.6
176,0.009203510272961396,1349.3
177,0.009123483995118966,1356.4
178,0.009290935242405304,1363.9
179,0.009081916998212154,1370.4
180,0.009088786935003904,1378.0
181,0.009220194888229553,1385.5
182,0.009096674606777155,1392.5
183,0.009064260297096692,1398.8
184,0.009212247081674063,1404.4
185,0.009438057816945589,1410.8
186,0.009121195312875969,1419.4
187,0.009231842423860843,1429.6
188,0.009105135041933794,1439.7
189,0.009048026355986411,1450.3
190,0.009050056481590638,1461.2
191,0.009204965113447263,1470.5
192,0.009205703208079705,1479.7
193,0.009134619124233722,1489.2
194,0.009114176550736795,1499.2
195,0.00912552008835169,1509.1
196,0.008966074840953717,1518.0
197,0.008996958342882303,1523.6
198,0.009098269417881966,1529.1
199,0.00899054307777148,1534.6
200,0.008996175788342952,1540.3
201,0.009203758721168225,1545.9
202,0.00924216630653693,1552.3
203,0.009060432375050508,1558.3
204,0.009026806171123797,1565.4
205,0.009029970382555173,1571.9
206,0.009037781907961919,1579.6
207,0.009013845957815647,1586.9
208,0.009015712829736563,1595.3
209,0.009054780321625563,1601.1
210,0.009022095226324522,1606.9
211,0.008935246129448597,1612.3
212,0.009092974963669594,1617.8
213,0.0089972145568866,1623.7
214,0.00900321170114554,1629.3
215,0.009078357812876884,1634.8
216,0.008968609112959642,1640.8
217,0.009052885638979765,1646.8
218,0.008975314134015486,1652.8
219,0.009083798971886818,1658.3
220,0.008937707220992217,1663.6
221,0.009061653489390245,1669.2
222,0.009104065246020372,1674.9
223,0.008962862938642503,1680.6
224,0.009001216005820495,1686.6
225,0.008912420186858911,1692.1
226,0.008962635223108988,1697.5
227,0.008887877143346346,1703.0
228,0.0089160791813181,1709.4
229,0.008899980360785356,1719.3
230,0.008857545715111952,1729.2
231,0.008863027379489862,1739.3
232,0.00886658848478244,1747.9
233,0.009032584368609466,1753.9
234,0.008939832362991113,1760.3
235,0.008967367495195224,1769.2
236,0.0091035204867904,1777.5
237,0.00892638134268614,1785.3
238,0.008910562828756297,1792.4
239,0.00887895361162149,1800.0
240,0.008873369645040768,1806.1
241,0.0088222598298811,1812.7
242,0.0089474310238774,1818.5
243,0.008813726586791186,1825.2
244,0.008803185949531885,1832.6
245,0.008799043756264906,1839.9
246,0.008945453424866382,1846.4
247,0.008968278672546149,1853.0
248,0.008839210266104111,1860.1
249,0.008843037743981067,1866.4
250,0.008977848950486917,1872.2
