bb_idx,MT_PredIG,WT_PredIG
287,0.003914,0.000723
288,0.030256,0.00953
289,0.040301,0.004158
290,0.040301,0.01027
291,0.701988,0.900334
292,0.532135,0.731908
293,0.532135,0.65501
294,0.002339,0.006081
295,0.025628,0.078253
296,0.025628,0.059613
297,0.000414,0.000156
298,0.000117,0.000115
299,0.000287,0.000141
300,0.001803,0.03581
301,4.2e-05,2e-05
302,4.2e-05,3.3e-05
303,0.004817,0.000607
304,3.2e-05,3.3e-05
305,1.3e-05,3.2e-05
306,0.003287,0.000826
307,2.9e-05,9.2e-05
308,5.8e-05,0.0001
309,0.00114,0.000257
310,0.000933,6.3e-05
311,0.000364,2.9e-05
312,0.629184,0.78827
313,0.104411,0.165371
314,0.12876,0.115983
315,0.137306,0.025675
316,0.050077,0.02935
317,0.04472,0.035295
318,0.114528,0.028698
319,0.257144,0.305757
320,0.056579,0.080007
321,0.759632,0.800069
322,0.156584,0.163885
323,0.073126,0.195896
324,0.271357,0.113424
325,0.12066,0.186322
326,0.10826,0.178235
327,0.082764,0.082764
328,0.453688,0.453688
329,0.490431,0.490431
330,0.001902,0.004983
331,0.003655,0.000377
332,0.002026,0.000841
333,0.069214,0.099467
334,0.261693,0.012562
335,0.249818,0.009707
336,0.002343,0.004824
337,0.000117,5.2e-05
338,0.000287,0.000291
339,0.000465,0.000465
340,0.000291,0.000291
341,0.000221,0.000291
342,0.000156,0.00028
343,9.2e-05,0.000117
344,0.000141,0.000141
345,0.002605,0.025158
346,0.039075,0.003826
347,0.039488,0.007834
348,0.003121,0.003776
349,0.018339,0.006921
350,0.01468,0.004662
351,0.000308,0.000709
352,0.00015,0.00015
353,0.000218,0.000218
354,0.035734,0.100135
355,0.002026,0.002026
356,0.011323,0.011323
357,0.000941,0.000308
358,0.00015,0.00015
359,0.000172,0.000218
360,0.048941,0.000994
361,0.007744,0.000463
362,0.019581,0.001415
363,0.007055,0.006254
364,0.005997,0.004551
365,0.005429,0.00161
366,0.102211,0.158684
367,0.014658,0.019581
368,0.016367,0.025628
369,0.03209,0.018255
370,0.006424,0.000598
371,0.007894,0.005325
372,0.04301,0.058501
373,0.017104,0.017104
374,0.014174,0.00879
375,0.024982,0.05586
376,0.022303,0.007018
377,0.00879,0.00879
378,0.046934,0.018435
379,0.013605,0.00682
380,0.005289,0.00682
381,0.000311,0.000243
382,3.8e-05,3.8e-05
383,3.8e-05,0.000117
384,0.071467,0.007364
385,0.030159,0.018447
386,0.015931,0.015616
387,0.013046,0.024679
388,0.0414,0.013506
389,0.035172,0.005294
390,0.000383,0.000373
391,0.000173,0.000311
392,0.00053,0.000374
393,0.317388,0.001472
394,0.004258,0.000641
395,0.013619,0.000794
396,0.001915,0.306977
397,0.0414,0.725689
398,0.017604,0.663908
399,0.001628,0.098613
400,0.005407,0.287364
401,0.007715,0.157078
402,0.024785,0.094858
403,0.013605,0.048164
404,0.013424,0.048164
405,0.000465,0.002131
406,0.000115,0.004542
407,9.2e-05,0.000717
408,0.004361,0.004361
409,9.8e-05,0.000235
410,0.000141,0.000187
411,0.040161,0.041821
412,0.008659,0.015857
413,0.004111,0.015857
414,0.001081,0.000973
415,0.00351,0.00107
416,0.002068,0.001389
417,0.158684,0.06741
418,0.059613,0.023718
419,0.050791,0.020094
420,0.000783,0.000783
421,0.001034,0.002567
422,0.002567,0.003396
423,0.065337,0.135621
424,0.059613,0.009979
425,0.019581,0.007972
426,0.053484,0.061937
427,0.010947,0.004224
428,0.003416,0.010947
429,0.006019,0.000856
430,0.000278,0.000278
431,0.000546,0.001692
432,0.000241,0.043225
433,0.00067,0.050142
434,0.002977,0.036779
435,0.00304,0.016966
436,0.000945,0.02957
437,0.00439,0.008718
438,0.011426,0.0076
439,0.002928,0.003449
440,0.001101,0.00099
441,0.003821,0.004667
442,0.000476,0.000135
443,0.000504,0.001069
444,0.036312,0.036312
445,0.056718,0.135621
446,0.072163,0.033546
447,0.059613,0.025628
448,0.056718,0.072163
449,0.009979,0.008908
450,0.072163,0.038978
451,0.035492,0.113754
452,0.027899,0.056718
453,0.019844,0.008908
454,0.135621,0.135621
455,0.025628,0.025628
456,0.015457,0.003412
457,0.005097,0.005097
458,0.002289,0.00438
459,0.007477,0.003022
460,0.002289,0.00413
461,0.003022,0.005094
462,0.056718,0.001667
463,0.010205,0.019279
464,0.065337,0.024785
465,0.050791,0.059613
466,0.122322,0.116949
467,0.031947,0.059613
468,0.002315,9.9e-05
469,8.8e-05,0.000328
470,0.002077,0.000737
471,0.003438,0.000333
472,0.000349,0.0009
473,0.001386,0.000606
474,0.100192,0.045161
475,0.02807,0.011084
476,0.025019,0.013586
477,0.008964,0.004141
478,0.02807,0.050422
479,0.005088,0.001332
480,0.394007,0.194511
481,0.214836,0.188775
482,0.413026,0.071406
483,0.464589,0.413076
484,0.617956,0.250294
485,0.943756,0.521664
486,0.160754,0.006437
487,0.012681,0.002154
488,0.129319,0.033349
489,0.826018,0.028585
490,0.369242,0.196553
491,0.826018,0.022901
492,0.083482,0.12306
493,0.007552,0.044639
494,0.050094,0.042381
495,0.480154,0.270737
496,0.023073,0.002797
497,0.030796,0.027732
498,0.144674,0.144674
499,0.144674,0.144674
500,0.009282,0.007961
501,0.04899,0.019011
502,0.144674,0.101977
503,0.012088,0.012088
504,0.806586,0.238249
505,0.002722,0.001721
506,0.011706,0.001994
507,0.082109,0.045947
508,0.056626,0.031367
509,0.055145,0.034052
510,0.017094,0.062605
511,0.048757,0.069632
512,0.016995,0.068574
513,0.110639,0.169117
514,0.066242,0.042245
515,0.564242,0.080239
516,0.002385,0.000172
517,0.004115,8.1e-05
518,0.006818,0.001494
519,0.010135,0.00058
520,0.005557,0.001928
521,0.004992,0.001438
522,0.000178,0.001213
523,0.000266,0.001213
524,0.000738,0.000809
525,0.00073,0.000255
526,0.000266,0.000465
527,0.001314,0.000544
528,0.000488,0.00019
529,0.00021,0.000219
530,0.000992,0.000799
531,0.00074,0.001013
532,0.000488,0.000974
533,0.001299,0.000838
534,0.506832,0.079121
535,0.457441,0.065672
536,0.61825,0.093385
537,0.044425,0.004212
538,0.728097,0.104517
539,0.018925,0.004212
540,0.654558,0.179193
541,0.648545,0.10221
542,0.637699,0.368653
543,0.027935,0.00619
544,0.225251,0.31255
545,0.012443,0.007636
546,0.002927,0.056695
547,0.158616,0.056695
548,0.083802,0.069612
549,0.005086,0.004747
550,0.192885,0.056695
551,0.012562,0.008885
552,0.136097,0.068948
553,0.099599,0.068567
554,0.099374,0.04559
555,0.029122,0.05845
556,0.099599,0.226592
557,0.049791,0.011811
558,0.066118,0.155936
559,0.061716,0.056695
560,0.014947,0.00111
561,0.006496,0.003826
562,0.186353,0.056695
563,0.007759,0.007759
564,0.068948,0.263841
565,0.115865,0.115865
566,0.0628,0.05007
567,0.049791,0.049791
568,0.263841,0.061621
569,0.011811,0.011811
570,0.011806,0.030232
571,0.007857,0.004398
572,0.055897,0.022973
573,0.05845,0.05845
574,0.001305,0.002846
575,0.069444,0.049791
576,0.013305,0.018316
577,0.007407,0.002521
578,0.040113,0.01933
579,0.046112,0.219176
580,0.007127,0.0039
581,0.046112,0.166581
582,0.012866,0.037314
583,0.003145,0.044191
584,0.03463,0.065337
585,0.005435,0.050791
586,0.000805,0.008288
587,0.006433,0.059613
588,0.012092,0.008781
589,0.013781,0.022916
590,0.006464,0.002618
591,0.076085,0.095713
592,0.001789,0.00415
593,0.076085,0.035883
594,0.113754,0.113754
595,0.125322,0.253965
596,0.038978,0.135621
597,0.050791,0.031947
598,0.122322,0.122322
599,0.031947,0.031947
600,0.046452,0.046452
601,0.015957,0.002224
602,0.046452,0.096899
603,0.053346,0.261664
604,0.102134,0.028985
605,0.053155,0.053346
606,0.068948,0.068948
607,0.00893,0.010977
608,0.022101,0.01004
609,0.007759,0.007834
610,0.010415,0.017172
611,0.002551,0.004227
612,0.005529,0.017378
613,0.351611,0.085833
614,0.589867,0.309261
615,0.025477,0.025477
616,0.001772,0.000288
617,0.009919,0.018483
618,0.018898,0.01004
619,0.083385,0.119537
620,0.119537,0.119537
621,0.007551,0.004747
622,0.225011,0.056695
623,0.003826,0.007865
624,0.001388,0.011338
625,0.000521,0.005111
626,0.000844,0.009772
627,0.001215,0.001995
628,0.000856,0.003665
629,0.000273,0.003374
630,0.002003,0.096489
631,0.004407,0.069755
632,0.002736,0.081588
633,0.009754,0.115783
634,0.001426,0.055514
635,0.006038,0.096757
636,0.000361,0.00114
637,0.000361,0.00114
638,0.000139,0.000565
639,6.5e-05,0.000419
640,0.000139,0.00114
641,7.8e-05,0.000807
642,0.000395,0.000395
643,0.004824,0.004824
644,0.004824,0.004824
645,9.8e-05,9.8e-05
646,0.001228,0.000432
647,0.000187,0.000221
648,0.001187,0.000395
649,0.004824,0.000465
650,0.001123,0.000395
651,0.000117,9.2e-05
652,0.000395,0.000432
653,0.000115,0.000287
654,0.000571,0.008789
655,0.002135,0.001894
656,0.018083,0.00398
657,4.2e-05,3.2e-05
658,0.00398,0.021793
659,4.2e-05,0.000113
660,0.00398,0.022847
661,0.022037,0.042808
662,0.009124,0.280322
663,5.3e-05,0.010626
664,0.021793,0.160284
665,5.1e-05,0.009783
666,0.000159,0.000961
667,0.000458,0.002275
668,0.000151,0.002446
669,0.000448,0.004786
670,0.000402,0.001813
671,0.000494,0.004485
672,0.064898,0.000974
673,0.009605,0.001096
674,0.009062,0.000753
675,0.006341,0.00208
676,0.014704,0.000799
677,0.004182,0.001848
678,0.115117,0.007093
679,0.364421,0.266652
680,0.115117,0.076213
681,0.055676,0.036042
682,0.334782,0.241938
683,0.270491,0.190374
684,0.279305,0.404428
685,0.186795,0.235328
686,0.279305,0.364899
687,0.002104,0.000848
688,0.364899,0.364899
689,0.007496,0.007496
690,0.07108,0.07108
691,0.31361,0.418606
692,0.272187,0.272187
693,0.001052,0.001052
694,0.202369,0.193198
695,0.001052,0.00261
696,0.112968,0.236819
697,0.270669,0.304975
698,0.212322,0.378856
699,0.041453,0.056123
700,0.285521,0.59468
701,0.044386,0.06003
702,0.038961,0.070233
703,0.001722,0.001722
704,0.038961,0.004882
705,0.003761,0.006107
706,0.038961,0.001722
707,0.008609,0.011586
708,0.00337,0.003579
709,0.000223,0.001033
710,0.009523,0.003579
711,0.002525,0.001105
712,0.00337,0.010108
713,0.003117,0.001944
714,0.004661,0.006638
715,0.000267,0.002017
716,0.000619,0.001164
717,0.00036,0.00036
718,0.000619,0.000619
719,0.00036,0.00036
720,0.224329,0.125322
721,0.01445,0.007574
722,0.085357,0.098977
723,0.112013,0.031947
724,0.03426,0.102609
725,0.037466,0.050791
726,0.047565,0.013704
727,0.2058,0.054581
728,0.012062,0.000899
729,0.41943,0.019589
730,0.080114,0.040374
731,0.27331,0.010295
732,0.006147,0.006019
733,0.002748,0.011063
734,0.00025,0.00054
735,0.001417,0.003165
736,0.005194,0.001358
737,0.002006,0.001643
738,0.044184,0.02952
739,0.051246,0.02028
740,0.011543,0.024679
741,0.025983,0.004224
742,0.0554,0.018873
743,0.025983,0.01012
744,0.093453,0.003271
745,0.007659,0.000229
746,0.025703,0.00099
747,0.049582,0.000647
748,0.028805,0.00085
749,0.012001,0.000173
750,0.113088,0.091443
751,0.008265,0.109551
752,0.012193,0.060193
753,0.058304,0.091228
754,0.021888,0.109551
755,0.058304,0.047025
756,0.019611,0.018512
757,0.00192,0.018512
758,0.005116,0.018512
759,0.069242,0.003568
760,0.01023,0.023816
761,0.035242,0.001899
762,0.011806,0.001032
763,0.04057,0.000393
764,0.046705,0.002105
765,0.007551,0.000187
766,0.04782,0.000465
767,0.004747,0.000235
768,0.32638,0.051701
769,0.007963,0.204498
770,0.046577,0.178298
771,0.082727,0.703942
772,0.025664,0.133445
773,0.313222,0.464112
774,0.015594,0.042446
775,0.041127,0.017878
776,0.049367,0.020532
777,0.512466,0.436063
778,0.019895,0.020544
779,0.512466,0.232095
780,0.277783,0.45151
781,0.852466,0.745027
782,0.605749,0.674662
783,0.961698,0.964773
784,0.843083,0.780771
785,0.978593,0.961332
786,0.376424,0.242686
787,0.190484,0.052091
788,0.606912,0.145519
789,0.180742,0.415628
790,0.162576,0.145519
791,0.714155,0.416022
792,0.092149,0.092149
793,0.208001,0.208001
794,0.054218,0.053963
795,0.200221,0.202472
796,0.279938,0.221891
797,0.202472,0.139087
798,0.018983,0.02211
799,0.002579,0.003444
800,0.002669,0.015515
801,0.10853,0.045714
802,0.017316,0.017316
803,0.084263,0.099599
804,0.02691,0.013782
805,0.004742,0.02599
806,0.02599,0.02599
807,0.057367,0.029943
808,0.021363,0.02599
809,0.059084,0.029943
810,0.055707,0.147814
811,0.040924,0.048061
812,0.024733,0.024733
813,0.15232,0.066036
814,0.038325,0.032981
815,0.119575,0.140352
816,0.000562,0.259128
817,0.000897,0.009139
818,0.000605,0.175255
819,5.3e-05,0.006247
820,0.00041,0.009139
821,3.2e-05,0.006904
822,0.001504,0.056695
823,0.002141,0.076746
824,0.000395,0.056695
825,0.000141,0.007865
826,0.000618,0.065124
827,0.000115,0.007759
828,0.059893,0.05024
829,0.074249,0.099599
830,0.00767,0.066118
831,0.01501,0.05845
832,0.010774,0.068567
833,0.01816,0.011811
834,0.143207,0.066118
835,0.000521,9.9e-05
836,0.070744,0.001046
837,0.185706,0.019686
838,0.167974,0.066118
839,0.0725,0.004747
840,0.004248,0.111813
841,0.004248,0.045316
842,0.007819,0.01584
843,0.024492,0.024919
844,0.011099,0.027437
845,0.013206,0.00456
846,0.009942,0.045316
847,0.020282,0.001199
848,0.007819,0.066118
849,0.013206,0.00456
850,0.01111,0.120763
851,0.024492,0.00456
852,0.011099,0.109231
853,0.014569,0.00162
854,0.146662,0.04782
855,0.006415,0.004747
856,0.007819,0.026006
857,0.010906,0.023238
858,0.397537,0.13677
859,0.397537,0.100511
860,0.07508,0.054462
861,0.011773,0.005188
862,0.192335,0.008097
863,0.005077,0.002821
864,0.014003,0.027596
865,0.013732,0.066118
866,0.030409,0.066118
867,0.013461,0.007551
868,0.013732,0.04782
869,0.013461,0.004747
870,0.00025,0.000465
871,0.001859,0.000465
872,0.052575,0.004279
873,0.005024,0.000235
874,0.005997,0.004824
875,0.004317,0.000283
876,0.004606,0.001458
877,0.002844,0.001213
878,0.002,0.001024
879,0.002371,0.000255
880,0.002844,0.001322
881,0.007673,0.000255
882,0.002827,0.000415
883,0.001426,0.000465
884,0.001624,0.001116
885,0.0003,9.8e-05
886,0.002312,0.000465
887,0.000824,0.000235
888,0.000748,0.002806
889,0.00225,0.000393
890,0.000281,0.004279
891,0.000118,0.000209
892,0.001365,0.000393
893,0.000187,0.000209
894,0.000851,0.000127
895,0.003049,0.000652
896,0.000724,0.000413
897,0.000409,0.000209
898,0.002177,0.000465
899,0.001015,0.000283
900,0.000415,0.000559
901,0.000465,0.000413
902,0.000393,0.000465
903,0.000235,0.000235
904,0.000413,0.000393
905,0.000209,0.000199
906,7.7e-05,0.000708
907,7.8e-05,0.000708
908,0.000325,0.000395
909,0.000291,9.8e-05
910,0.000297,0.000465
911,0.000115,0.000141
912,0.001926,0.138807
913,0.001891,0.057178
914,0.004668,0.101668
915,0.083693,0.456673
916,0.000271,0.036522
917,0.041381,0.58736
918,0.153708,0.639694
919,0.022642,0.475455
920,0.024394,0.738788
921,0.203969,0.413341
922,0.129689,0.792423
923,0.293511,0.496584
924,0.062361,0.274167
925,0.036564,0.014323
926,0.02599,0.268583
927,0.124635,0.26684
928,0.005248,0.183682
929,0.051286,0.210062
930,0.010786,0.006702
931,0.066542,0.011638
932,0.007858,0.02217
933,0.183683,0.06792
934,0.005054,0.002097
935,0.183683,0.183683
936,0.11278,0.030266
937,0.008624,0.005542
938,0.02056,0.012682
939,0.031714,0.120988
940,0.046452,0.030266
941,0.053346,0.177101
942,0.098775,0.230716
943,0.085052,0.102521
944,0.009746,0.029881
945,0.003444,0.003784
946,0.235602,0.102521
947,0.00836,0.005634
948,0.065486,0.068087
949,0.001403,0.012367
950,0.00484,0.068532
951,0.006144,0.097992
952,0.011087,0.026534
953,0.002017,0.097992
954,0.846894,0.835406
955,0.472885,0.78638
956,0.040764,0.480656
957,0.018701,0.186902
958,0.239863,0.888868
959,0.018701,0.248416
960,0.158684,0.011005
961,0.135621,0.001051
962,0.17806,0.002522
963,0.009979,0.008095
964,0.135621,0.000145
965,0.059613,0.002714
966,3.3e-05,0.070994
967,0.000591,0.423669
968,0.000224,0.255316
969,0.000788,0.080672
970,6.3e-05,0.094233
971,0.003407,0.13212
972,0.002227,0.055127
973,0.000379,0.020142
974,0.000847,0.044971
975,0.006129,0.00338
976,5.4e-05,0.014898
977,0.006058,0.00332
978,0.000529,0.00011
979,0.001766,0.001027
980,0.057548,0.017883
981,4.2e-05,0.000274
982,0.006774,0.000166
983,1.7e-05,0.000274
984,0.002316,0.078236
985,0.000266,0.003532
986,5.5e-05,0.004107
987,2.9e-05,0.000327
988,4.5e-05,0.004721
989,0.000178,0.000436
990,0.029915,0.044176
991,0.028918,0.00485
992,0.029915,0.044176
993,0.041025,0.156244
994,0.029915,0.017404
995,0.093124,0.283608
996,0.038665,0.300072
997,0.015381,0.174224
998,0.000708,0.066852
999,0.017636,0.487608
1000,0.008624,0.26408
1001,0.052391,0.82248
1002,0.263841,0.064058
1003,0.115865,0.082345
1004,0.022973,0.016166
1005,0.007551,0.049161
1006,0.106629,0.086958
1007,0.054991,0.11924
1008,0.284512,0.860217
1009,0.43116,0.899252
1010,0.068417,0.091219
1011,0.403142,0.453688
1012,0.234869,0.897746
1013,0.246022,0.490431
1014,0.084563,0.301911
1015,0.122078,0.301911
1016,0.182721,0.516183
1017,0.533466,0.966145
1018,0.070083,0.776649
1019,0.67507,0.966145
1020,0.63969,0.124975
1021,0.854441,0.014714
1022,0.279102,0.00159
1023,0.777664,0.01987
1024,0.907211,0.02213
1025,0.791768,0.01987
1026,0.351374,0.000766
1027,0.134369,0.001697
1028,0.153174,0.005939
1029,0.818867,0.004507
1030,0.282605,0.005148
1031,0.593437,0.003027
1032,0.068948,0.263841
1033,0.119537,0.066118
1034,0.002824,0.002178
1035,0.049791,0.05845
1036,0.036304,0.06888
1037,0.011811,0.011811
1038,0.158088,0.066118
1039,0.056695,0.056695
1040,0.01004,0.01004
1041,0.062515,0.062515
1042,0.115865,0.115865
1043,0.012293,0.029122
1044,0.487322,0.155936
1045,0.011806,0.002409
1046,0.03721,0.186353
1047,0.00619,0.002551
1048,0.003192,0.000771
1049,0.007759,0.007759
1050,0.323071,0.086642
1051,0.02131,0.0628
1052,0.019721,0.036803
1053,0.003826,0.008885
1054,0.001435,0.00157
1055,0.002551,0.007834
1056,0.320251,0.193256
1057,0.139616,0.077564
1058,0.088159,0.291406
1059,0.424925,0.455857
1060,0.275415,0.415941
1061,0.373615,0.727894
1062,0.134902,0.323388
1063,0.181507,0.05036
1064,0.160725,0.071304
1065,0.081576,0.001782
1066,0.123691,0.071304
1067,0.183877,0.005438
1068,0.22994,0.208116
1069,0.334855,0.334855
1070,0.166272,0.063601
1071,0.070282,0.137894
1072,0.146086,0.169355
1073,0.513909,0.513909
1074,0.005361,0.005361
1075,0.031503,0.011913
1076,0.002675,0.002675
1077,0.002347,0.002347
1078,0.004996,0.004996
1079,0.011323,0.011323
1080,0.1403,0.141317
1081,0.025082,0.028137
1082,0.080373,0.097221
1083,0.131729,0.590627
1084,0.042193,0.009297
1085,0.051401,0.071614
1086,0.103185,0.056695
1087,0.031601,0.01676
1088,0.374884,0.158088
1089,0.01586,0.004747
1090,0.020805,0.022802
1091,0.025065,0.008885
1092,0.136097,0.155936
1093,0.066118,0.155936
1094,0.099599,0.099599
1095,0.05845,0.012293
1096,0.155936,0.066118
1097,0.054991,0.011811
1098,0.001458,0.001082
1099,0.000465,0.004824
1100,0.000383,0.000597
1101,0.000614,0.000255
1102,0.000465,0.000465
1103,0.000614,0.000614
1104,0.014366,0.016128
1105,0.007815,0.076651
1106,0.025541,0.034943
1107,0.084689,0.049547
1108,0.071467,0.049547
1109,0.030159,0.126894
1110,0.039353,0.024679
1111,0.096571,0.024679
1112,0.00682,0.005576
1113,0.024679,0.025782
1114,0.031692,0.021973
1115,0.003768,0.048417
1116,0.004824,0.158088
1117,0.000892,0.066118
1118,0.000141,0.007865
1119,9.9e-05,0.012342
1120,0.012129,0.242413
1121,0.000614,0.011811
1122,0.000158,0.003508
1123,0.00113,0.00548
1124,0.000115,0.005623
1125,0.000892,0.012739
1126,0.001213,0.020024
1127,0.000544,0.033536
1128,0.027398,0.00172
1129,0.000835,0.00044
1130,0.002756,0.000463
1131,0.000127,0.000383
1132,0.000619,0.000671
1133,0.000235,0.000857
1134,0.215087,0.193887
1135,0.409407,0.183845
1136,0.018925,0.018391
1137,0.005734,0.000752
1138,0.008617,0.007053
1139,0.000669,0.000607
