bb_idx,MT_ICERFIRE
1322,0.180349
1323,0.14487
1324,0.189916
1325,0.190111
1326,0.174858
1327,0.185919
1328,0.140993
1329,0.152038
1330,0.128048
1331,0.118712
1332,0.138616
1333,0.121146
1334,0.122897
1335,0.123827
1336,0.16939
1337,0.138989
1338,0.10209
1339,0.117236
1340,0.113102
1341,0.270562
1342,0.206111
1343,0.173959
1344,0.123471
1345,0.156648
1346,0.157636
1347,0.14195
1348,0.143032
1349,0.13031
1350,0.198066
1351,0.1915
1352,0.159835
1353,0.122535
1354,0.108076
1355,0.137793
1356,0.171502
1357,0.156736
1358,0.150412
1359,0.156176
1360,0.157963
1361,0.157963
1362,0.147529
1363,0.116983
1364,0.123888
1365,0.226394
1366,0.15008
1367,0.228238
1368,0.11446
1369,0.117931
1370,0.120711
1371,0.131348
1372,0.141946
1373,0.131348
1374,0.140271
1375,0.114816
1376,0.112461
1377,0.18107
1378,0.17147
1379,0.17147
1380,0.149319
1381,0.158364
1382,0.17851
1383,0.189365
1384,0.180681
1385,0.179641
1386,0.195102
1387,0.176097
1388,0.181275
1389,0.185685
1390,0.17905
1391,0.164228
1392,0.123471
1393,0.156648
1394,0.157636
1395,0.14195
1396,0.143032
1397,0.13031
1398,0.198066
1399,0.1915
1400,0.159835
1401,0.122535
1402,0.108076
1403,0.137793
1404,0.171502
1405,0.156736
1406,0.150412
1407,0.156176
1408,0.157963
1409,0.157963
1410,0.147529
1411,0.116983
1412,0.123888
1413,0.226394
1414,0.15008
1415,0.228238
1416,0.176883
1417,0.194059
1418,0.236895
1419,0.176975
1420,0.143591
1421,0.161784
1422,0.18561
1423,0.190154
1424,0.16847
1425,0.137475
1426,0.157808
1427,0.165341
1428,0.189396
1429,0.175195
1430,0.159942
1431,0.204956
1432,0.184149
1433,0.186159
1434,0.209847
1435,0.182807
1436,0.215263
1437,0.179224
1438,0.148885
1439,0.196633
1440,0.119286
1441,0.127168
1442,0.108264
1443,0.149009
1444,0.153181
1445,0.134191
1446,0.154329
1447,0.154329
1448,0.13949
1449,0.142942
1450,0.132889
1451,0.156497
1452,0.130983
1453,0.135091
1454,0.130983
1455,0.12971
1456,0.158058
1457,0.129213
1458,0.108384
1459,0.100768
1460,0.114944
1461,0.123581
1462,0.112427
1463,0.106852
1464,0.178106
1465,0.199821
1466,0.206495
1467,0.242364
1468,0.212039
1469,0.246614
1470,0.314271
1471,0.314287
1472,0.29996
1473,0.279918
1474,0.277492
1475,0.300275
1476,0.287671
1477,0.250417
1478,0.287671
1479,0.244529
1480,0.2342
1481,0.261818
1482,0.187111
1483,0.227775
1484,0.224081
1485,0.154274
1486,0.198098
1487,0.154274
1488,0.220245
1489,0.220245
1490,0.24833
1491,
1492,0.244427
1493,0.179607
1494,0.179607
1495,0.200134
1496,
1497,0.196045
1498,0.182531
1499,0.182531
1500,0.214541
1501,
1502,0.202381
1503,0.128734
1504,0.128734
1505,0.21197
1506,
1507,0.210099
1508,0.15556
1509,0.15556
1510,0.188981
1511,
1512,0.185221
1513,0.177959
1514,0.177959
1515,0.199916
1516,
1517,0.179835
1518,0.174249
1519,0.174249
1520,0.237102
1521,
1522,0.204358
