baseline,method,threshold,cost_ratio_r,c_biopsy_anchor,c_miss_anchor_usd,exp_cost_normalized,treat_all_cost,treat_none_cost,net_benefit,prevalence
D+QCTS,Std VIB + QCTS,0.6237,149.64,58.4,259447.0,26.007449,1.0,29.927826,-0.045168,0.2
D+QCTS,Std VIB + QCTS,0.6287,149.64,58.4,259447.0,26.007449,1.0,29.927826,-0.046703,0.2
D+QCTS,Std VIB + QCTS,0.6336,149.64,58.4,259447.0,26.007449,1.0,29.927826,-0.04828,0.2
D+QCTS,Std VIB + QCTS,0.6386,149.64,58.4,259447.0,26.007449,1.0,29.927826,-0.049899,0.2
D+QCTS,Std VIB + QCTS,0.6435,149.64,58.4,259447.0,26.007449,1.0,29.927826,-0.051564,0.2
D+QCTS,Std VIB + QCTS,0.6485,149.64,58.4,259447.0,26.007449,1.0,29.927826,-0.053276,0.2
D+QCTS,Std VIB + QCTS,0.6534,149.64,58.4,259447.0,26.007449,1.0,29.927826,-0.055036,0.2
D+QCTS,Std VIB + QCTS,0.6584,149.64,58.4,259447.0,26.004116,1.0,29.927826,-0.050424,0.2
D+QCTS,Std VIB + QCTS,0.6633,149.64,58.4,259447.0,26.004116,1.0,29.927826,-0.052145,0.2
D+QCTS,Std VIB + QCTS,0.6683,149.64,58.4,259447.0,26.000783,1.0,29.927826,-0.047203,0.2
D+QCTS,Std VIB + QCTS,0.6732,149.64,58.4,259447.0,26.000783,1.0,29.927826,-0.048877,0.2
D+QCTS,Std VIB + QCTS,0.6782,149.64,58.4,259447.0,26.000783,1.0,29.927826,-0.050603,0.2
D+QCTS,Std VIB + QCTS,0.6831,149.64,58.4,259447.0,26.000783,1.0,29.927826,-0.052382,0.2
D+QCTS,Std VIB + QCTS,0.6881,149.64,58.4,259447.0,25.997449,1.0,29.927826,-0.046865,0.2
D+QCTS,Std VIB + QCTS,0.693,149.64,58.4,259447.0,25.994116,1.0,29.927826,-0.041063,0.2
D+QCTS,Std VIB + QCTS,0.698,149.64,58.4,259447.0,25.994116,1.0,29.927826,-0.042664,0.2
D+QCTS,Std VIB + QCTS,0.7029,149.64,58.4,259447.0,25.994116,1.0,29.927826,-0.044319,0.2
D+QCTS,Std VIB + QCTS,0.7079,149.64,58.4,259447.0,25.994116,1.0,29.927826,-0.04603,0.2
D+QCTS,Std VIB + QCTS,0.7128,149.64,58.4,259447.0,25.990783,1.0,29.927826,-0.039526,0.2
D+QCTS,Std VIB + QCTS,0.7178,149.64,58.4,259447.0,25.990783,1.0,29.927826,-0.041155,0.2
D+QCTS,Std VIB + QCTS,0.7227,149.64,58.4,259447.0,26.486246,1.0,29.927826,-0.046175,0.2
D+QCTS,Std VIB + QCTS,0.7277,149.64,58.4,259447.0,26.486246,1.0,29.927826,-0.047923,0.2
D+QCTS,Std VIB + QCTS,0.7326,149.64,58.4,259447.0,26.486246,1.0,29.927826,-0.049736,0.2
D+QCTS,Std VIB + QCTS,0.7376,149.64,58.4,259447.0,26.486246,1.0,29.927826,-0.051617,0.2
D+QCTS,Std VIB + QCTS,0.7425,149.64,58.4,259447.0,26.486246,1.0,29.927826,-0.05357,0.2
D+QCTS,Std VIB + QCTS,0.7475,149.64,58.4,259447.0,26.486246,1.0,29.927826,-0.0556,0.2
D+QCTS,Std VIB + QCTS,0.7524,149.64,58.4,259447.0,26.482913,1.0,29.927826,-0.047581,0.2
D+QCTS,Std VIB + QCTS,0.7574,149.64,58.4,259447.0,26.482913,1.0,29.927826,-0.049503,0.2
D+QCTS,Std VIB + QCTS,0.7623,149.64,58.4,259447.0,26.47958,1.0,29.927826,-0.040815,0.2
D+QCTS,Std VIB + QCTS,0.7673,149.64,58.4,259447.0,26.47958,1.0,29.927826,-0.042604,0.2
D+QCTS,Std VIB + QCTS,0.7722,149.64,58.4,259447.0,26.47958,1.0,29.927826,-0.044472,0.2
D+QCTS,Std VIB + QCTS,0.7772,149.64,58.4,259447.0,26.47958,1.0,29.927826,-0.046422,0.2
D+QCTS,Std VIB + QCTS,0.7821,149.64,58.4,259447.0,26.47958,1.0,29.927826,-0.048461,0.2
D+QCTS,Std VIB + QCTS,0.7871,149.64,58.4,259447.0,26.975043,1.0,29.927826,-0.053928,0.2
D+QCTS,Std VIB + QCTS,0.792,149.64,58.4,259447.0,26.975043,1.0,29.927826,-0.056163,0.2
D+QCTS,Std VIB + QCTS,0.797,149.64,58.4,259447.0,26.975043,1.0,29.927826,-0.058507,0.2
D+QCTS,Std VIB + QCTS,0.8019,149.64,58.4,259447.0,26.975043,1.0,29.927826,-0.060969,0.2
D+QCTS,Std VIB + QCTS,0.8069,149.64,58.4,259447.0,26.975043,1.0,29.927826,-0.063556,0.2
D+QCTS,Std VIB + QCTS,0.8118,149.64,58.4,259447.0,26.975043,1.0,29.927826,-0.06628,0.2
D+QCTS,Std VIB + QCTS,0.8168,149.64,58.4,259447.0,26.975043,1.0,29.927826,-0.069151,0.2
D+QCTS,Std VIB + QCTS,0.8217,149.64,58.4,259447.0,26.975043,1.0,29.927826,-0.072181,0.2
D+QCTS,Std VIB + QCTS,0.8267,149.64,58.4,259447.0,26.975043,1.0,29.927826,-0.075385,0.2
D+QCTS,Std VIB + QCTS,0.8316,149.64,58.4,259447.0,26.97171,1.0,29.927826,-0.062314,0.2
D+QCTS,Std VIB + QCTS,0.8366,149.64,58.4,259447.0,26.97171,1.0,29.927826,-0.065311,0.2
D+QCTS,Std VIB + QCTS,0.8415,149.64,58.4,259447.0,26.968377,1.0,29.927826,-0.050797,0.2
D+QCTS,Std VIB + QCTS,0.8465,149.64,58.4,259447.0,26.968377,1.0,29.927826,-0.053509,0.2
D+QCTS,Std VIB + QCTS,0.8514,149.64,58.4,259447.0,26.968377,1.0,29.927826,-0.056402,0.2
D+QCTS,Std VIB + QCTS,0.8564,149.64,58.4,259447.0,26.965043,1.0,29.927826,-0.03962,0.2
D+QCTS,Std VIB + QCTS,0.8613,149.64,58.4,259447.0,26.965043,1.0,29.927826,-0.042105,0.2
D+QCTS,Std VIB + QCTS,0.8663,149.64,58.4,259447.0,26.965043,1.0,29.927826,-0.044773,0.2
D+QCTS,Std VIB + QCTS,0.8712,149.64,58.4,259447.0,26.965043,1.0,29.927826,-0.047647,0.2
D+QCTS,Std VIB + QCTS,0.8762,149.64,58.4,259447.0,26.965043,1.0,29.927826,-0.05075,0.2
D+QCTS,Std VIB + QCTS,0.8811,149.64,58.4,259447.0,26.965043,1.0,29.927826,-0.054112,0.2
D+QCTS,Std VIB + QCTS,0.8861,149.64,58.4,259447.0,26.965043,1.0,29.927826,-0.057766,0.2
D+QCTS,Std VIB + QCTS,0.891,149.64,58.4,259447.0,26.965043,1.0,29.927826,-0.061752,0.2
D+QCTS,Std VIB + QCTS,0.896,149.64,58.4,259447.0,27.457174,1.0,29.927826,-0.040744,0.2
D+QCTS,Std VIB + QCTS,0.9009,149.64,58.4,259447.0,27.457174,1.0,29.927826,-0.043945,0.2
D+QCTS,Std VIB + QCTS,0.9059,149.64,58.4,259447.0,27.457174,1.0,29.927826,-0.047482,0.2
D+QCTS,Std VIB + QCTS,0.9108,149.64,58.4,259447.0,27.952638,1.0,29.927826,-0.054745,0.2
D+QCTS,Std VIB + QCTS,0.9158,149.64,58.4,259447.0,27.949304,1.0,29.927826,-0.022902,0.2
D+QCTS,Std VIB + QCTS,0.9207,149.64,58.4,259447.0,28.444768,1.0,29.927826,-0.028705,0.2
D+QCTS,Std VIB + QCTS,0.9257,149.64,58.4,259447.0,28.444768,1.0,29.927826,-0.031504,0.2
D+QCTS,Std VIB + QCTS,0.9306,149.64,58.4,259447.0,28.940232,1.0,29.927826,-0.038035,0.2
D+QCTS,Std VIB + QCTS,0.9356,149.64,58.4,259447.0,28.940232,1.0,29.927826,-0.041724,0.2
D+QCTS,Std VIB + QCTS,0.9405,149.64,58.4,259447.0,28.940232,1.0,29.927826,-0.046027,0.2
D+QCTS,Std VIB + QCTS,0.9455,149.64,58.4,259447.0,28.940232,1.0,29.927826,-0.051111,0.2
D+QCTS,Std VIB + QCTS,0.9504,149.64,58.4,259447.0,28.940232,1.0,29.927826,-0.05721,0.2
D+QCTS,Std VIB + QCTS,0.9554,149.64,58.4,259447.0,28.940232,1.0,29.927826,-0.064661,0.2
D+QCTS,Std VIB + QCTS,0.9603,149.64,58.4,259447.0,28.940232,1.0,29.927826,-0.073969,0.2
D+QCTS,Std VIB + QCTS,0.9653,149.64,58.4,259447.0,28.940232,1.0,29.927826,-0.08593,0.2
D+QCTS,Std VIB + QCTS,0.9702,149.64,58.4,259447.0,29.931159,1.0,29.927826,-0.108531,0.2
D+QCTS,Std VIB + QCTS,0.9752,149.64,58.4,259447.0,29.927826,1.0,29.927826,0.0,0.2
D+QCTS,Std VIB + QCTS,0.9801,149.64,58.4,259447.0,29.927826,1.0,29.927826,0.0,0.2
D+QCTS,Std VIB + QCTS,0.9851,149.64,58.4,259447.0,29.927826,1.0,29.927826,0.0,0.2
D+QCTS,Std VIB + QCTS,0.99,149.64,58.4,259447.0,29.927826,1.0,29.927826,0.0,0.2
D+QCTS,Std VIB + QCTS,0.01,179.64,58.4,259447.0,1.0,1.0,35.927007,0.191919,0.2
D+QCTS,Std VIB + QCTS,0.0149,179.64,58.4,259447.0,1.0,1.0,35.927007,0.187859,0.2
D+QCTS,Std VIB + QCTS,0.0199,179.64,58.4,259447.0,1.0,1.0,35.927007,0.183758,0.2
D+QCTS,Std VIB + QCTS,0.0248,179.64,58.4,259447.0,1.0,1.0,35.927007,0.179615,0.2
D+QCTS,Std VIB + QCTS,0.0298,179.64,58.4,259447.0,1.0,1.0,35.927007,0.175429,0.2
D+QCTS,Std VIB + QCTS,0.0347,179.64,58.4,259447.0,1.0,1.0,35.927007,0.171201,0.2
D+QCTS,Std VIB + QCTS,0.0397,179.64,58.4,259447.0,1.0,1.0,35.927007,0.16693,0.2
D+QCTS,Std VIB + QCTS,0.0446,179.64,58.4,259447.0,0.996667,1.0,35.927007,0.162769,0.2
D+QCTS,Std VIB + QCTS,0.0496,179.64,58.4,259447.0,0.996667,1.0,35.927007,0.158427,0.2
D+QCTS,Std VIB + QCTS,0.0545,179.64,58.4,259447.0,0.996667,1.0,35.927007,0.154038,0.2
D+QCTS,Std VIB + QCTS,0.0595,179.64,58.4,259447.0,0.996667,1.0,35.927007,0.149604,0.2
D+QCTS,Std VIB + QCTS,0.0644,179.64,58.4,259447.0,0.99,1.0,35.927007,0.145582,0.2
D+QCTS,Std VIB + QCTS,0.0694,179.64,58.4,259447.0,0.983333,1.0,35.927007,0.141588,0.2
D+QCTS,Std VIB + QCTS,0.0743,179.64,58.4,259447.0,1.578783,1.0,35.927007,0.133754,0.2
D+QCTS,Std VIB + QCTS,0.0793,179.64,58.4,259447.0,1.578783,1.0,35.927007,0.129205,0.2
D+QCTS,Std VIB + QCTS,0.0842,179.64,58.4,259447.0,2.154234,1.0,35.927007,0.123113,0.2
D+QCTS,Std VIB + QCTS,0.0892,179.64,58.4,259447.0,2.743017,1.0,35.927007,0.115903,0.2
D+QCTS,Std VIB + QCTS,0.0941,179.64,58.4,259447.0,2.739684,1.0,35.927007,0.11171,0.2
D+QCTS,Std VIB + QCTS,0.0991,179.64,58.4,259447.0,2.72635,1.0,35.927007,0.108607,0.2
D+QCTS,Std VIB + QCTS,0.104,179.64,58.4,259447.0,3.308467,1.0,35.927007,0.102285,0.2
D+QCTS,Std VIB + QCTS,0.109,179.64,58.4,259447.0,3.295134,1.0,35.927007,0.09941,0.2
D+QCTS,Std VIB + QCTS,0.1139,179.64,58.4,259447.0,3.860584,1.0,35.927007,0.095463,0.2
D+QCTS,Std VIB + QCTS,0.1189,179.64,58.4,259447.0,5.031484,1.0,35.927007,0.087163,0.2
D+QCTS,Std VIB + QCTS,0.1238,179.64,58.4,259447.0,6.807834,1.0,35.927007,0.074323,0.2
D+QCTS,Std VIB + QCTS,0.1288,179.64,58.4,259447.0,7.396618,1.0,35.927007,0.067739,0.2
D+QCTS,Std VIB + QCTS,0.1337,179.64,58.4,259447.0,9.751752,1.0,35.927007,0.054282,0.2
D+QCTS,Std VIB + QCTS,0.1387,179.64,58.4,259447.0,10.330535,1.0,35.927007,0.049519,0.2
D+QCTS,Std VIB + QCTS,0.1436,179.64,58.4,259447.0,11.491435,1.0,35.927007,0.043836,0.2
D+QCTS,Std VIB + QCTS,0.1486,179.64,58.4,259447.0,12.073552,1.0,35.927007,0.038937,0.2
D+QCTS,Std VIB + QCTS,0.1535,179.64,58.4,259447.0,12.046885,1.0,35.927007,0.039928,0.2
D+QCTS,Std VIB + QCTS,0.1585,179.64,58.4,259447.0,12.625669,1.0,35.927007,0.036028,0.2
D+QCTS,Std VIB + QCTS,0.1634,179.64,58.4,259447.0,13.806569,1.0,35.927007,0.027683,0.2
D+QCTS,Std VIB + QCTS,0.1684,179.64,58.4,259447.0,14.385353,1.0,35.927007,0.024119,0.2
D+QCTS,Std VIB + QCTS,0.1733,179.64,58.4,259447.0,14.940803,1.0,35.927007,0.025645,0.2
D+QCTS,Std VIB + QCTS,0.1783,179.64,58.4,259447.0,15.516253,1.0,35.927007,0.023372,0.2
D+QCTS,Std VIB + QCTS,0.1832,179.64,58.4,259447.0,16.68382,1.0,35.927007,0.018769,0.2
D+QCTS,Std VIB + QCTS,0.1882,179.64,58.4,259447.0,16.640486,1.0,35.927007,0.025778,0.2
D+QCTS,Std VIB + QCTS,0.1931,179.64,58.4,259447.0,16.630486,1.0,35.927007,0.025426,0.2
D+QCTS,Std VIB + QCTS,0.1981,179.64,58.4,259447.0,16.600486,1.0,35.927007,0.030134,0.2
D+QCTS,Std VIB + QCTS,0.203,179.64,58.4,259447.0,16.590486,1.0,35.927007,0.030177,0.2
D+QCTS,Std VIB + QCTS,0.208,179.64,58.4,259447.0,17.76472,1.0,35.927007,0.02543,0.2
D+QCTS,Std VIB + QCTS,0.2129,179.64,58.4,259447.0,17.741387,1.0,35.927007,0.029387,0.2
D+QCTS,Std VIB + QCTS,0.2179,179.64,58.4,259447.0,19.507737,1.0,35.927007,0.022761,0.2
D+QCTS,Std VIB + QCTS,0.2228,179.64,58.4,259447.0,20.093187,1.0,35.927007,0.020232,0.2
D+QCTS,Std VIB + QCTS,0.2278,179.64,58.4,259447.0,21.869537,1.0,35.927007,0.011175,0.2
D+QCTS,Std VIB + QCTS,0.2327,179.64,58.4,259447.0,22.444987,1.0,35.927007,0.011959,0.2
D+QCTS,Std VIB + QCTS,0.2377,179.64,58.4,259447.0,23.027104,1.0,35.927007,0.010977,0.2
D+QCTS,Std VIB + QCTS,0.2426,179.64,58.4,259447.0,23.602554,1.0,35.927007,0.012337,0.2
D+QCTS,Std VIB + QCTS,0.2476,179.64,58.4,259447.0,25.372238,1.0,35.927007,0.006257,0.2
D+QCTS,Std VIB + QCTS,0.2525,179.64,58.4,259447.0,25.362238,1.0,35.927007,0.008198,0.2
D+QCTS,Std VIB + QCTS,0.2575,179.64,58.4,259447.0,25.937688,1.0,35.927007,0.010433,0.2
D+QCTS,Std VIB + QCTS,0.2624,179.64,58.4,259447.0,25.931021,1.0,35.927007,0.0116,0.2
D+QCTS,Std VIB + QCTS,0.2674,179.64,58.4,259447.0,26.523138,1.0,35.927007,0.008323,0.2
D+QCTS,Std VIB + QCTS,0.2723,179.64,58.4,259447.0,26.516471,1.0,35.927007,0.009672,0.2
D+QCTS,Std VIB + QCTS,0.2773,179.64,58.4,259447.0,27.704038,1.0,35.927007,0.003187,0.2
D+QCTS,Std VIB + QCTS,0.2822,179.64,58.4,259447.0,27.694038,1.0,35.927007,0.006037,0.2
D+QCTS,Std VIB + QCTS,0.2872,179.64,58.4,259447.0,28.289488,1.0,35.927007,0.001704,0.2
D+QCTS,Std VIB + QCTS,0.2921,179.64,58.4,259447.0,28.874939,1.0,35.927007,0.001484,0.2
D+QCTS,Std VIB + QCTS,0.2971,179.64,58.4,259447.0,29.460389,1.0,35.927007,0.001448,0.2
D+QCTS,Std VIB + QCTS,0.302,179.64,58.4,259447.0,29.450389,1.0,35.927007,0.004935,0.2
D+QCTS,Std VIB + QCTS,0.307,179.64,58.4,259447.0,30.045839,1.0,35.927007,0.000851,0.2
D+QCTS,Std VIB + QCTS,0.3119,179.64,58.4,259447.0,30.035839,1.0,35.927007,0.004623,0.2
D+QCTS,Std VIB + QCTS,0.3169,179.64,58.4,259447.0,30.032505,1.0,35.927007,0.005502,0.2
D+QCTS,Std VIB + QCTS,0.3218,179.64,58.4,259447.0,30.032505,1.0,35.927007,0.004861,0.2
D+QCTS,Std VIB + QCTS,0.3268,179.64,58.4,259447.0,30.032505,1.0,35.927007,0.004211,0.2
D+QCTS,Std VIB + QCTS,0.3317,179.64,58.4,259447.0,30.032505,1.0,35.927007,0.003551,0.2
D+QCTS,Std VIB + QCTS,0.3367,179.64,58.4,259447.0,30.029172,1.0,35.927007,0.004573,0.2
D+QCTS,Std VIB + QCTS,0.3416,179.64,58.4,259447.0,30.029172,1.0,35.927007,0.003931,0.2
D+QCTS,Std VIB + QCTS,0.3466,179.64,58.4,259447.0,30.624622,1.0,35.927007,-5.5e-05,0.2
D+QCTS,Std VIB + QCTS,0.3515,179.64,58.4,259447.0,30.617956,1.0,35.927007,0.002897,0.2
D+QCTS,Std VIB + QCTS,0.3565,179.64,58.4,259447.0,30.617956,1.0,35.927007,0.002304,0.2
D+QCTS,Std VIB + QCTS,0.3614,179.64,58.4,259447.0,30.617956,1.0,35.927007,0.001702,0.2
D+QCTS,Std VIB + QCTS,0.3664,179.64,58.4,259447.0,30.617956,1.0,35.927007,0.00109,0.2
D+QCTS,Std VIB + QCTS,0.3713,179.64,58.4,259447.0,30.617956,1.0,35.927007,0.000469,0.2
D+QCTS,Std VIB + QCTS,0.3763,179.64,58.4,259447.0,30.617956,1.0,35.927007,-0.000162,0.2
D+QCTS,Std VIB + QCTS,0.3812,179.64,58.4,259447.0,30.617956,1.0,35.927007,-0.000803,0.2
D+QCTS,Std VIB + QCTS,0.3862,179.64,58.4,259447.0,30.614622,1.0,35.927007,0.000642,0.2
D+QCTS,Std VIB + QCTS,0.3911,179.64,58.4,259447.0,30.614622,1.0,35.927007,2.4e-05,0.2
D+QCTS,Std VIB + QCTS,0.3961,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.000604,0.2
D+QCTS,Std VIB + QCTS,0.401,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.001242,0.2
D+QCTS,Std VIB + QCTS,0.406,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.001891,0.2
D+QCTS,Std VIB + QCTS,0.4109,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.002551,0.2
D+QCTS,Std VIB + QCTS,0.4159,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.003223,0.2
D+QCTS,Std VIB + QCTS,0.4208,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.003905,0.2
D+QCTS,Std VIB + QCTS,0.4258,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.0046,0.2
D+QCTS,Std VIB + QCTS,0.4307,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.005306,0.2
D+QCTS,Std VIB + QCTS,0.4357,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.006025,0.2
D+QCTS,Std VIB + QCTS,0.4406,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.006757,0.2
D+QCTS,Std VIB + QCTS,0.4456,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.007502,0.2
D+QCTS,Std VIB + QCTS,0.4505,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.00826,0.2
D+QCTS,Std VIB + QCTS,0.4555,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.009032,0.2
D+QCTS,Std VIB + QCTS,0.4604,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.009818,0.2
D+QCTS,Std VIB + QCTS,0.4654,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.010618,0.2
D+QCTS,Std VIB + QCTS,0.4703,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.011434,0.2
D+QCTS,Std VIB + QCTS,0.4753,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.012265,0.2
D+QCTS,Std VIB + QCTS,0.4802,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.013112,0.2
D+QCTS,Std VIB + QCTS,0.4852,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.013975,0.2
D+QCTS,Std VIB + QCTS,0.4901,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.014855,0.2
D+QCTS,Std VIB + QCTS,0.4951,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.015752,0.2
D+QCTS,Std VIB + QCTS,0.5,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.016667,0.2
D+QCTS,Std VIB + QCTS,0.5049,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.0176,0.2
D+QCTS,Std VIB + QCTS,0.5099,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.018552,0.2
D+QCTS,Std VIB + QCTS,0.5148,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.019523,0.2
D+QCTS,Std VIB + QCTS,0.5198,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.020515,0.2
D+QCTS,Std VIB + QCTS,0.5247,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.021527,0.2
D+QCTS,Std VIB + QCTS,0.5297,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.02256,0.2
D+QCTS,Std VIB + QCTS,0.5346,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.023616,0.2
D+QCTS,Std VIB + QCTS,0.5396,179.64,58.4,259447.0,30.614622,1.0,35.927007,-0.024694,0.2
D+QCTS,Std VIB + QCTS,0.5445,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.02181,0.2
D+QCTS,Std VIB + QCTS,0.5495,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.022855,0.2
D+QCTS,Std VIB + QCTS,0.5544,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.023924,0.2
D+QCTS,Std VIB + QCTS,0.5594,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.025016,0.2
D+QCTS,Std VIB + QCTS,0.5643,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.026133,0.2
D+QCTS,Std VIB + QCTS,0.5693,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.027276,0.2
D+QCTS,Std VIB + QCTS,0.5742,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.028446,0.2
D+QCTS,Std VIB + QCTS,0.5792,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.029643,0.2
D+QCTS,Std VIB + QCTS,0.5841,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.030869,0.2
D+QCTS,Std VIB + QCTS,0.5891,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.032124,0.2
D+QCTS,Std VIB + QCTS,0.594,179.64,58.4,259447.0,30.611289,1.0,35.927007,-0.03341,0.2
D+QCTS,Std VIB + QCTS,0.599,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.03806,0.2
D+QCTS,Std VIB + QCTS,0.6039,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.039411,0.2
D+QCTS,Std VIB + QCTS,0.6089,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.040795,0.2
D+QCTS,Std VIB + QCTS,0.6138,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.042216,0.2
D+QCTS,Std VIB + QCTS,0.6188,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.043672,0.2
D+QCTS,Std VIB + QCTS,0.6237,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.045168,0.2
D+QCTS,Std VIB + QCTS,0.6287,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.046703,0.2
D+QCTS,Std VIB + QCTS,0.6336,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.04828,0.2
D+QCTS,Std VIB + QCTS,0.6386,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.049899,0.2
D+QCTS,Std VIB + QCTS,0.6435,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.051564,0.2
D+QCTS,Std VIB + QCTS,0.6485,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.053276,0.2
D+QCTS,Std VIB + QCTS,0.6534,179.64,58.4,259447.0,31.206739,1.0,35.927007,-0.055036,0.2
D+QCTS,Std VIB + QCTS,0.6584,179.64,58.4,259447.0,31.203406,1.0,35.927007,-0.050424,0.2
D+QCTS,Std VIB + QCTS,0.6633,179.64,58.4,259447.0,31.203406,1.0,35.927007,-0.052145,0.2
D+QCTS,Std VIB + QCTS,0.6683,179.64,58.4,259447.0,31.200072,1.0,35.927007,-0.047203,0.2
D+QCTS,Std VIB + QCTS,0.6732,179.64,58.4,259447.0,31.200072,1.0,35.927007,-0.048877,0.2
D+QCTS,Std VIB + QCTS,0.6782,179.64,58.4,259447.0,31.200072,1.0,35.927007,-0.050603,0.2
D+QCTS,Std VIB + QCTS,0.6831,179.64,58.4,259447.0,31.200072,1.0,35.927007,-0.052382,0.2
D+QCTS,Std VIB + QCTS,0.6881,179.64,58.4,259447.0,31.196739,1.0,35.927007,-0.046865,0.2
D+QCTS,Std VIB + QCTS,0.693,179.64,58.4,259447.0,31.193406,1.0,35.927007,-0.041063,0.2
D+QCTS,Std VIB + QCTS,0.698,179.64,58.4,259447.0,31.193406,1.0,35.927007,-0.042664,0.2
D+QCTS,Std VIB + QCTS,0.7029,179.64,58.4,259447.0,31.193406,1.0,35.927007,-0.044319,0.2
D+QCTS,Std VIB + QCTS,0.7079,179.64,58.4,259447.0,31.193406,1.0,35.927007,-0.04603,0.2
D+QCTS,Std VIB + QCTS,0.7128,179.64,58.4,259447.0,31.190072,1.0,35.927007,-0.039526,0.2
D+QCTS,Std VIB + QCTS,0.7178,179.64,58.4,259447.0,31.190072,1.0,35.927007,-0.041155,0.2
D+QCTS,Std VIB + QCTS,0.7227,179.64,58.4,259447.0,31.785522,1.0,35.927007,-0.046175,0.2
D+QCTS,Std VIB + QCTS,0.7277,179.64,58.4,259447.0,31.785522,1.0,35.927007,-0.047923,0.2
D+QCTS,Std VIB + QCTS,0.7326,179.64,58.4,259447.0,31.785522,1.0,35.927007,-0.049736,0.2
D+QCTS,Std VIB + QCTS,0.7376,179.64,58.4,259447.0,31.785522,1.0,35.927007,-0.051617,0.2
D+QCTS,Std VIB + QCTS,0.7425,179.64,58.4,259447.0,31.785522,1.0,35.927007,-0.05357,0.2
D+QCTS,Std VIB + QCTS,0.7475,179.64,58.4,259447.0,31.785522,1.0,35.927007,-0.0556,0.2
D+QCTS,Std VIB + QCTS,0.7524,179.64,58.4,259447.0,31.782189,1.0,35.927007,-0.047581,0.2
D+QCTS,Std VIB + QCTS,0.7574,179.64,58.4,259447.0,31.782189,1.0,35.927007,-0.049503,0.2
D+QCTS,Std VIB + QCTS,0.7623,179.64,58.4,259447.0,31.778856,1.0,35.927007,-0.040815,0.2
D+QCTS,Std VIB + QCTS,0.7673,179.64,58.4,259447.0,31.778856,1.0,35.927007,-0.042604,0.2
D+QCTS,Std VIB + QCTS,0.7722,179.64,58.4,259447.0,31.778856,1.0,35.927007,-0.044472,0.2
D+QCTS,Std VIB + QCTS,0.7772,179.64,58.4,259447.0,31.778856,1.0,35.927007,-0.046422,0.2
D+QCTS,Std VIB + QCTS,0.7821,179.64,58.4,259447.0,31.778856,1.0,35.927007,-0.048461,0.2
D+QCTS,Std VIB + QCTS,0.7871,179.64,58.4,259447.0,32.374306,1.0,35.927007,-0.053928,0.2
