# robustness_subsample_results.csv
# QuantImmuBench §3.3.4 图 3: 病人内随机删突变子采样鲁棒性 (长表)
# 主分析集 DS2 病人=[101, 102, 104, 105, 106, 107, 108, 109, 110]; 维度集=7 维 ['MT_PredIG', 'MT_IMPROVE_mean_prediction_rf', 'MT_pTuneos', 'MT_PRIME', 'MT_ImmuneApp', 'MT_deepHLApan', 'pool_netAffneg_top20']
# kind=fusion(12 法)/single(单工具对照=各维列); drop_frac=删除比例(0=满数据)
# seed=-1 表 0% 满数据确定性对照; 子采样 seed=0..29; fisherz_rho=DS2 per-patient Fisher-z 加权 rho
# 病人内随机删, 保每病人>=min_pep; 只删整行不碰标签
method,kind,drop_frac,seed,fisherz_rho,n_pat
MT_ImmuneApp,single,0.2,18,0.24308478929928037,9
MT_deepHLApan,single,0.2,18,0.14935956151326654,9
pool_netAffneg_top20,single,0.2,18,0.2038715939514613,9
mean_rank,fusion,0.2,19,0.24590844667610925,9
geomean,fusion,0.2,19,0.252308181465249,9
median,fusion,0.2,19,0.24814468731773065,9
powmean,fusion,0.2,19,0.2354247120803999,9
max,fusion,0.2,19,0.14091776354692193,9
min,fusion,0.2,19,0.19529122232633728,9
weighted_mean_rank,fusion,0.2,19,0.2538218888490815,9
softmax_rank,fusion,0.2,19,0.18511769945711418,9
stacking,fusion,0.2,19,0.18584960277731816,9
constrained,fusion,0.2,19,0.022977530289372796,9
ridge,fusion,0.2,19,0.20878206236038677,9
gbdt,fusion,0.2,19,-0.177836398038747,9
MT_PredIG,single,0.2,19,0.14770868479669344,9
MT_IMPROVE_mean_prediction_rf,single,0.2,19,0.14589050104092152,9
MT_pTuneos,single,0.2,19,0.06962173908616526,9
MT_PRIME,single,0.2,19,0.15422551608184562,9
MT_ImmuneApp,single,0.2,19,0.18872947602770296,9
MT_deepHLApan,single,0.2,19,0.2080811321926186,9
pool_netAffneg_top20,single,0.2,19,0.1389111814807902,9
mean_rank,fusion,0.2,20,0.28656301506830445,9
geomean,fusion,0.2,20,0.2455486602022791,9
median,fusion,0.2,20,0.29427120288856723,9
powmean,fusion,0.2,20,0.2606508971738852,9
max,fusion,0.2,20,0.2626719474921581,9
min,fusion,0.2,20,0.1614295693619837,9
weighted_mean_rank,fusion,0.2,20,0.28045648320744593,9
softmax_rank,fusion,0.2,20,0.2662967670639096,9
stacking,fusion,0.2,20,0.24871419473484668,9
constrained,fusion,0.2,20,0.20816309278991163,9
ridge,fusion,0.2,20,0.23986269084622,9
gbdt,fusion,0.2,20,0.06366830468094525,9
MT_PredIG,single,0.2,20,0.24160420174054537,9
MT_IMPROVE_mean_prediction_rf,single,0.2,20,0.23276833071796876,9
MT_pTuneos,single,0.2,20,0.17929051346669006,9
MT_PRIME,single,0.2,20,0.17333091263974842,9
MT_ImmuneApp,single,0.2,20,0.09267688111589138,9
MT_deepHLApan,single,0.2,20,0.2608604313755868,9
pool_netAffneg_top20,single,0.2,20,0.09493062585097313,9
mean_rank,fusion,0.2,21,0.2903886610457733,9
geomean,fusion,0.2,21,0.31979570386625605,9
median,fusion,0.2,21,0.30369220139366404,9
powmean,fusion,0.2,21,0.2563902970131431,9
max,fusion,0.2,21,0.11133833812068773,9
min,fusion,0.2,21,0.28021347759844406,9
weighted_mean_rank,fusion,0.2,21,0.2837597517201154,9
softmax_rank,fusion,0.2,21,0.12607044135164755,9
stacking,fusion,0.2,21,0.17840017385085039,9
constrained,fusion,0.2,21,0.1752263631821377,9
ridge,fusion,0.2,21,0.20883303104427126,9
gbdt,fusion,0.2,21,0.051517316480786356,9
MT_PredIG,single,0.2,21,0.16779638869996388,9
MT_IMPROVE_mean_prediction_rf,single,0.2,21,0.2852887689616275,9
MT_pTuneos,single,0.2,21,0.20555956787211735,9
MT_PRIME,single,0.2,21,0.2511157782070012,9
MT_ImmuneApp,single,0.2,21,0.15224555995171618,9
MT_deepHLApan,single,0.2,21,0.1654429186064102,9
pool_netAffneg_top20,single,0.2,21,0.11969765947212842,9
mean_rank,fusion,0.2,22,0.31733841644889194,9
geomean,fusion,0.2,22,0.3758052091721909,9
median,fusion,0.2,22,0.3565910627905339,9
powmean,fusion,0.2,22,0.3152167447963521,9
max,fusion,0.2,22,0.24752626223384377,9
min,fusion,0.2,22,0.3190059711293615,8
weighted_mean_rank,fusion,0.2,22,0.31733841644889194,9
softmax_rank,fusion,0.2,22,0.3108231620591577,9
stacking,fusion,0.2,22,0.12992561837428857,9
constrained,fusion,0.2,22,0.14087550356607156,9
ridge,fusion,0.2,22,0.21655111984874528,9
gbdt,fusion,0.2,22,-0.09289202530653276,9
MT_PredIG,single,0.2,22,0.18226248500489584,9
MT_IMPROVE_mean_prediction_rf,single,0.2,22,0.25263804702478626,9
MT_pTuneos,single,0.2,22,0.16340361927976244,9
MT_PRIME,single,0.2,22,0.271558651084863,9
MT_ImmuneApp,single,0.2,22,0.23548295561565893,9
MT_deepHLApan,single,0.2,22,0.2862445976717925,9
pool_netAffneg_top20,single,0.2,22,0.12583472749522567,9
mean_rank,fusion,0.2,23,0.30519836907081227,9
geomean,fusion,0.2,23,0.3115182779881897,9
median,fusion,0.2,23,0.35019542763072214,9
powmean,fusion,0.2,23,0.28790367713924225,9
max,fusion,0.2,23,0.25700264001279755,9
min,fusion,0.2,23,0.19310584065269912,9
weighted_mean_rank,fusion,0.2,23,0.2967075432543689,9
softmax_rank,fusion,0.2,23,0.23182365767385582,9
stacking,fusion,0.2,23,0.17114723898231604,9
constrained,fusion,0.2,23,0.17865622661196204,9
ridge,fusion,0.2,23,0.2184029494778195,9
gbdt,fusion,0.2,23,-0.05551058058490767,9
MT_PredIG,single,0.2,23,0.17272885206338529,9
MT_IMPROVE_mean_prediction_rf,single,0.2,23,0.2849365689678972,9
MT_pTuneos,single,0.2,23,0.21302127816225153,9
MT_PRIME,single,0.2,23,0.28280843871080485,9
MT_ImmuneApp,single,0.2,23,0.19776471689046085,8
MT_deepHLApan,single,0.2,23,0.20192041292747398,9
pool_netAffneg_top20,single,0.2,23,0.22640044843761062,9
mean_rank,fusion,0.2,24,0.2554556610253759,9
geomean,fusion,0.2,24,0.24497680480162398,9
median,fusion,0.2,24,0.30273056234655965,9
powmean,fusion,0.2,24,0.26004732503445765,9
max,fusion,0.2,24,0.17549531528641915,9
min,fusion,0.2,24,0.17858499816952353,9
weighted_mean_rank,fusion,0.2,24,0.25874959081304777,9
softmax_rank,fusion,0.2,24,0.16873720371506848,9
stacking,fusion,0.2,24,0.22286794010193373,9
constrained,fusion,0.2,24,0.12757781342133662,9
ridge,fusion,0.2,24,0.18656021118941185,9
gbdt,fusion,0.2,24,-0.019101107020155106,9
MT_PredIG,single,0.2,24,0.2426630374354745,9
MT_IMPROVE_mean_prediction_rf,single,0.2,24,0.1872502851167035,9
MT_pTuneos,single,0.2,24,0.08408488644568872,9
MT_PRIME,single,0.2,24,0.12251141147304981,9
MT_ImmuneApp,single,0.2,24,0.2288825860180173,8
MT_deepHLApan,single,0.2,24,0.19103943046105734,9
pool_netAffneg_top20,single,0.2,24,0.11703911103820651,9
mean_rank,fusion,0.2,25,0.2290278253511147,9
geomean,fusion,0.2,25,0.269363836806064,9
median,fusion,0.2,25,0.1930397323190119,9
powmean,fusion,0.2,25,0.268790191062888,9
max,fusion,0.2,25,0.3235474211028928,9
min,fusion,0.2,25,0.1833474197480703,9
weighted_mean_rank,fusion,0.2,25,0.2305909511348362,9
softmax_rank,fusion,0.2,25,0.32490040854256297,9
stacking,fusion,0.2,25,0.1449869778320614,9
constrained,fusion,0.2,25,0.27120587280920433,9
ridge,fusion,0.2,25,0.1507506709122727,9
gbdt,fusion,0.2,25,-0.04919281340583265,9
MT_PredIG,single,0.2,25,0.2187737815550696,9
MT_IMPROVE_mean_prediction_rf,single,0.2,25,0.12605035384825222,9
MT_pTuneos,single,0.2,25,0.19601414822541474,9
MT_PRIME,single,0.2,25,0.18031425915489127,9
MT_ImmuneApp,single,0.2,25,0.06542585294214137,9
MT_deepHLApan,single,0.2,25,0.20056837107240758,9
pool_netAffneg_top20,single,0.2,25,0.27120587280920433,9
mean_rank,fusion,0.2,26,0.22126280080552763,9
geomean,fusion,0.2,26,0.1818714490850061,9
median,fusion,0.2,26,0.2781973253666522,9
powmean,fusion,0.2,26,0.22824956583327433,9
max,fusion,0.2,26,0.2873085563427198,9
min,fusion,0.2,26,0.11246136849127741,9
weighted_mean_rank,fusion,0.2,26,0.22126280080552763,9
softmax_rank,fusion,0.2,26,0.3474193645582038,9
stacking,fusion,0.2,26,0.11922809981322006,9
constrained,fusion,0.2,26,0.252509893883514,9
ridge,fusion,0.2,26,0.2148535731931449,9
gbdt,fusion,0.2,26,-0.09751262190066694,9
MT_PredIG,single,0.2,26,0.16102795907078848,9
MT_IMPROVE_mean_prediction_rf,single,0.2,26,0.21869020990456686,9
MT_pTuneos,single,0.2,26,0.09256613911612574,9
MT_PRIME,single,0.2,26,0.17405155711544862,9
MT_ImmuneApp,single,0.2,26,0.08600903222078962,9
MT_deepHLApan,single,0.2,26,0.24096069407255688,9
pool_netAffneg_top20,single,0.2,26,0.10673210131717334,9
mean_rank,fusion,0.2,27,0.40184319428223236,9
geomean,fusion,0.2,27,0.4427083321748089,9
median,fusion,0.2,27,0.3875848739143537,9
powmean,fusion,0.2,27,0.3542935888508214,9
max,fusion,0.2,27,0.32521267221237055,9
min,fusion,0.2,27,0.47516700519415733,9
weighted_mean_rank,fusion,0.2,27,0.39548249444783395,9
softmax_rank,fusion,0.2,27,0.3152233007163185,9
stacking,fusion,0.2,27,0.2848784595123765,9
constrained,fusion,0.2,27,0.32112549457800493,9
ridge,fusion,0.2,27,0.3126880756898863,9
gbdt,fusion,0.2,27,0.12436015363813496,9
MT_PredIG,single,0.2,27,0.2659361188974132,9
MT_IMPROVE_mean_prediction_rf,single,0.2,27,0.32112549457800493,9
MT_pTuneos,single,0.2,27,0.2603572421939765,9
MT_PRIME,single,0.2,27,0.2917530753208515,9
MT_ImmuneApp,single,0.2,27,0.283653589594774,9
MT_deepHLApan,single,0.2,27,0.20402394734445875,9
pool_netAffneg_top20,single,0.2,27,0.27740236530160045,9
mean_rank,fusion,0.2,28,0.33569545976266185,9
geomean,fusion,0.2,28,0.3188685827956316,9
median,fusion,0.2,28,0.3598290975552068,9
powmean,fusion,0.2,28,0.30991766619494654,9
max,fusion,0.2,28,0.2186512372933108,9
min,fusion,0.2,28,0.1826370062284567,9
weighted_mean_rank,fusion,0.2,28,0.3295986263147848,9
softmax_rank,fusion,0.2,28,0.17511378275875353,9
stacking,fusion,0.2,28,0.21441534465347628,9
constrained,fusion,0.2,28,0.18138569661510398,9
ridge,fusion,0.2,28,0.224022931344104,9
gbdt,fusion,0.2,28,0.06641589098203159,9
MT_PredIG,single,0.2,28,0.22776880348222048,9
MT_IMPROVE_mean_prediction_rf,single,0.2,28,0.2001157845501086,9
MT_pTuneos,single,0.2,28,0.25743102649410404,9
MT_PRIME,single,0.2,28,0.23700233973801632,9
MT_ImmuneApp,single,0.2,28,0.17445870388151052,9
MT_deepHLApan,single,0.2,28,0.30961667050460545,9
pool_netAffneg_top20,single,0.2,28,0.2269697817664035,9
mean_rank,fusion,0.2,29,0.38796417663354515,9
geomean,fusion,0.2,29,0.4111813154573945,9
median,fusion,0.2,29,0.3568352811937963,9
powmean,fusion,0.2,29,0.3443256371729503,9
max,fusion,0.2,29,0.2714827277481602,9
min,fusion,0.2,29,0.39990410827755507,9
weighted_mean_rank,fusion,0.2,29,0.38455895766820897,9
softmax_rank,fusion,0.2,29,0.28524777136162965,9
stacking,fusion,0.2,29,0.22139019830954496,9
constrained,fusion,0.2,29,0.15602872015701816,9
ridge,fusion,0.2,29,0.27404711427560396,9
gbdt,fusion,0.2,29,0.022769186465556982,9
MT_PredIG,single,0.2,29,0.2898537881203234,9
MT_IMPROVE_mean_prediction_rf,single,0.2,29,0.2161971011766076,9
MT_pTuneos,single,0.2,29,0.1839921918391377,9
MT_PRIME,single,0.2,29,0.2880481289411006,9
MT_ImmuneApp,single,0.2,29,0.24899612078633807,9
MT_deepHLApan,single,0.2,29,0.21967970560329453,9
pool_netAffneg_top20,single,0.2,29,0.2489759054337131,9
