baseline,stratum,label,n,n_pos,qbar_mean,qbar_median,ece_10bins,ece_15bins,n_lq,n_hq,ece_lq_10,ece_hq_10,qcdi_10,ece_lq_15,ece_hq_15,qcdi_15,entropy_vs_qbar_rho,entropy_vs_qbar_rho_p,note
Std VIB,fitzpatrick,IV,154,52,0.5125687012987012,0.51762,0.40529095243614216,0.41514345546337683,77,77,0.37179243390436295,0.42825603635086634,-0.05646360244650339,0.34515089531997584,0.4207326039768659,-0.07558170865689007,-0.08321709915637811,0.30486131041997444,
Std VIB,fitzpatrick,V,93,29,0.4692864516129032,0.4761,0.4798360555382666,0.48938827315766,46,47,0.47032229598287656,0.48141492215639103,-0.011092626173514475,0.43532334668966743,0.48942854408016234,-0.05410519739049491,-0.1799117450690841,0.0844101348531981,
Std VIB,fitzpatrick,VI,43,14,0.4830111627906977,0.46982,0.5431667846995731,0.5260244037869365,21,22,0.608102628162929,0.48517304963686253,0.12292957852606651,0.5646234977812994,0.48917981406504457,0.07544368371625482,0.02053760193295077,0.8959973713238452,
Std VIB,fitzpatrick,I-II,958,315,0.5575465135699373,0.57431,0.4908677908496655,0.49021393268724944,479,479,0.555216632402329,0.4270893651253246,0.1281272672770044,0.5546970399240487,0.41694015418500147,0.13775688573904726,-0.09731726153609262,0.002566831050301805,
Std VIB,fitzpatrick,III-IV,406,132,0.5310901970443349,0.53405,0.41438270863512616,0.4119879356791894,203,203,0.4306788241554951,0.3824362780238167,0.04824254613167839,0.4216534622710914,0.38630660345291556,0.03534685881817584,-0.12880772656290257,0.009370471963095444,
Std VIB,fitzpatrick,V-VI,136,43,0.4736258823529411,0.47367999999999993,0.500342181082541,0.5040215838029434,68,68,0.4998090112417498,0.489825590965612,0.0099834202761378,0.5089690968777765,0.4953644178835128,0.013604678994263653,-0.13445939418381087,0.11860048980058871,
Std VIB + QCTS,nine_partition,benign dermal,69,0,0.5397194202898551,0.54732,,,34,35,,,,,,,-0.4035587711415307,0.0005850578272344289,
Std VIB + QCTS,nine_partition,benign epidermal,62,0,0.546568064516129,0.5538000000000001,,,31,31,,,,,,,-0.03870464103145224,0.7651915508642692,
Std VIB + QCTS,nine_partition,benign melanocyte,17,0,0.5177670588235294,0.5349200000000001,,,8,9,,,,,,,,,n<30 — QCDI unreliable (small sample)
Std VIB + QCTS,nine_partition,genodermatoses,67,0,0.5229692537313433,0.5319200000000001,,,33,34,,,,,,,-0.106353260435789,0.39167185218226863,
Std VIB + QCTS,nine_partition,inflammatory,667,0,0.5339671364317841,0.5400600000000001,,,333,334,,,,,,,-0.14176033790849452,0.00023986215015733787,
Std VIB + QCTS,nine_partition,malignant cutaneous lymphoma,18,0,0.5553955555555555,0.57668,,,9,9,,,,,,,,,n<30 — QCDI unreliable (small sample)
Std VIB + QCTS,nine_partition,malignant dermal,11,0,0.5028363636363636,0.52538,,,5,6,,,,,,,,,n<30 — QCDI unreliable (small sample)
Std VIB + QCTS,nine_partition,malignant epidermal,93,0,0.5434709677419354,0.5508599999999999,,,46,47,,,,,,,-0.38857535054189396,0.00011859741998830255,
Std VIB + QCTS,nine_partition,malignant melanoma,496,490,0.5584057661290323,0.57071,0.2554275215792536,0.25392389425134565,248,248,0.2789863775896997,0.22067591419824267,0.05831046339145701,0.27750290356528007,0.2201088263299788,0.057394077235301266,-0.40062155932875637,1.5173030916239075e-20,
Std VIB + QCTS,three_partition,benign,148,0,0.5400668918918919,0.54876,,,74,74,,,,,,,-0.20371907672889164,0.013012166848112969,
Std VIB + QCTS,three_partition,malignant,618,490,0.5550815210355987,0.5662100000000001,0.3005293223354242,0.29945999280500896,309,309,0.33735601960533934,0.2660762200421397,0.07127979956319963,0.3373769150961063,0.253235246565555,0.08414166853055127,-0.3730496657626672,7.693675032553656e-22,
Std VIB + QCTS,three_partition,non-neoplastic,734,0,0.532963242506812,0.53996,,,367,367,,,,,,,-0.13592942224746465,0.00022115501684602344,
Std VIB + QCTS,malignant_binary,malignant,618,490,0.5550815210355987,0.5662100000000001,0.3005293223354242,0.29945999280500896,309,309,0.33735601960533934,0.2660762200421397,0.07127979956319963,0.3373769150961063,0.253235246565555,0.08414166853055127,-0.3730496657626672,7.693675032553656e-22,
Std VIB + QCTS,malignant_binary,non-malignant,882,0,0.534155238095238,0.5403899999999999,,,441,441,,,,,,,-0.14791274492947062,1.02971290273546e-05,
Std VIB + QCTS,fitzpatrick,I,386,119,0.5688023316062176,0.5900799999999999,0.4830364974305489,0.47945715908617714,193,193,0.5377967392544776,0.42404475037112194,0.11375198888335564,0.5337414201144013,0.4144670536835182,0.11927436643088307,-0.26488130805193616,1.278846448907191e-07,
Std VIB + QCTS,fitzpatrick,II,504,171,0.5619970634920635,0.5751,0.3926276034752523,0.3951336605153023,252,252,0.4556686408426592,0.33259552817851556,0.12307311266414361,0.4675079521655476,0.3282553772552489,0.1392525749102987,-0.2187321871144889,7.103937545527134e-07,
Std VIB + QCTS,fitzpatrick,III,252,80,0.5424088888888888,0.55083,0.3646820808892593,0.36526176514971515,126,126,0.41356752543390596,0.3117792205248905,0.10178830490901547,0.4163781380592454,0.31519052823523575,0.10118760982400965,-0.2716077155709929,1.2272975269296061e-05,
Std VIB + QCTS,fitzpatrick,IV,154,52,0.5125687012987012,0.51762,0.34205355802205106,0.33395673662535097,77,77,0.32006829599824105,0.36318587404957503,-0.04311757805133398,0.31977687315975484,0.35462767224449576,-0.034850799084740924,-0.18631147473652218,0.020693940458718176,
Std VIB + QCTS,fitzpatrick,V,93,29,0.4692864516129032,0.4761,0.42809949861873225,0.44850585372392443,46,47,0.43582203024093613,0.4247146393035795,0.011107390937356632,0.4060577749235276,0.39577586963839273,0.010281905285134896,-0.30064867002339063,0.003409264503616202,
Std VIB + QCTS,fitzpatrick,VI,43,14,0.4830111627906977,0.46982,0.5052601481258789,0.45208152847001176,21,22,0.5615268212065934,0.4082549861661484,0.15327183504044495,0.5321242923107252,0.38425840399220773,0.1478658883185175,-0.34823316218665057,0.02211558619199044,
Std VIB + QCTS,fitzpatrick,I-II,958,315,0.5575465135699373,0.57431,0.43262854703338594,0.43338778903027353,479,479,0.4879696365258978,0.3772874575408739,0.11068217898502392,0.506425514725159,0.3734695610767188,0.13295595364844015,-0.24735569799523596,8.0327172230623e-15,
Std VIB + QCTS,fitzpatrick,III-IV,406,132,0.5310901970443349,0.53405,0.34976286263708367,0.3522685226345485,203,203,0.3527104513741809,0.3404674724283178,0.01224297894586307,0.3542287749509067,0.3431951260002699,0.011033648950636799,-0.2400168408459379,9.93102590139625e-07,
Std VIB + QCTS,fitzpatrick,V-VI,136,43,0.4736258823529411,0.47367999999999993,0.45004904429629755,0.47482443374985184,68,68,0.47862742031526767,0.44932733727745855,0.02930008303780912,0.48407121659550323,0.44560984555038424,0.038461371045118986,-0.3062834624822827,0.0002873627384714211,
MC Dropout,nine_partition,benign dermal,69,0,0.5397194202898551,0.54732,,,34,35,,,,,,,-0.2776498960529191,0.020898380072660133,
MC Dropout,nine_partition,benign epidermal,62,0,0.546568064516129,0.5538000000000001,,,31,31,,,,,,,-0.027020221097428923,0.8348654207253117,
MC Dropout,nine_partition,benign melanocyte,17,0,0.5177670588235294,0.5349200000000001,,,8,9,,,,,,,,,n<30 — QCDI unreliable (small sample)
MC Dropout,nine_partition,genodermatoses,67,0,0.5229692537313433,0.5319200000000001,,,33,34,,,,,,,-0.05870380716737171,0.6370153450882547,
MC Dropout,nine_partition,inflammatory,667,0,0.5339671364317841,0.5400600000000001,,,333,334,,,,,,,-0.1362880794569792,0.000416026465750304,
MC Dropout,nine_partition,malignant cutaneous lymphoma,18,0,0.5553955555555555,0.57668,,,9,9,,,,,,,,,n<30 — QCDI unreliable (small sample)
MC Dropout,nine_partition,malignant dermal,11,0,0.5028363636363636,0.52538,,,5,6,,,,,,,,,n<30 — QCDI unreliable (small sample)
MC Dropout,nine_partition,malignant epidermal,93,0,0.5434709677419354,0.5508599999999999,,,46,47,,,,,,,-0.01140674482545321,0.9135844680627925,
MC Dropout,nine_partition,malignant melanoma,496,490,0.5584057661290323,0.57071,0.006550689978945652,0.006550689978945652,248,248,0.014567770784901018,0.0014663908270097226,0.013101379957891296,0.014567770784901018,0.0014663908270097226,0.013101379957891296,-0.023356171161397966,0.6038130460221657,
MC Dropout,three_partition,benign,148,0,0.5400668918918919,0.54876,,,74,74,,,,,,,-0.17653629631367032,0.03184636614086241,
MC Dropout,three_partition,malignant,618,490,0.5550815210355987,0.5662100000000001,0.1999733921586503,0.1999733921586503,309,309,0.23715258242628726,0.16279420189101335,0.07435838053527391,0.23715258242628726,0.16279420189101335,0.07435838053527391,-0.014310897273555546,0.7225437499183096,
MC Dropout,three_partition,non-neoplastic,734,0,0.532963242506812,0.53996,,,367,367,,,,,,,-0.12958975539102421,0.0004319207705255023,
MC Dropout,malignant_binary,malignant,618,490,0.5550815210355987,0.5662100000000001,0.1999733921586503,0.1999733921586503,309,309,0.23715258242628726,0.16279420189101335,0.07435838053527391,0.23715258242628726,0.16279420189101335,0.07435838053527391,-0.014310897273555546,0.7225437499183096,
MC Dropout,malignant_binary,non-malignant,882,0,0.534155238095238,0.5403899999999999,,,441,441,,,,,,,-0.1366123743947338,4.690730125331152e-05,
MC Dropout,fitzpatrick,I,386,119,0.5688023316062176,0.5900799999999999,0.6756288821524289,0.6756288821524289,193,193,0.7300917348713455,0.6211660294335124,0.10892570543783309,0.7300917348713455,0.6211660294335124,0.10892570543783309,-0.18548725146680778,0.0002480408542584393,
MC Dropout,fitzpatrick,II,504,171,0.5619970634920635,0.5751,0.64901443263368,0.64901443263368,252,252,0.7243884113572894,0.5736404539100708,0.15074795744721858,0.7243884113572894,0.5736404539100708,0.15074795744721858,-0.06013434904656913,0.17769674502880578,
MC Dropout,fitzpatrick,III,252,80,0.5424088888888888,0.55083,0.67598318722513,0.67598318722513,126,126,0.7393916282388899,0.6125747462113699,0.12681688202752006,0.7393916282388899,0.6125747462113699,0.12681688202752006,-0.10234576513178882,0.10504548030754872,
MC Dropout,fitzpatrick,IV,154,52,0.5125687012987012,0.51762,0.6434855739791671,0.6434855739791671,77,77,0.6826021609368262,0.6043689870215081,0.07823317391531814,0.6826021609368262,0.6043689870215081,0.07823317391531814,-0.013456878352514027,0.8684383823930949,
MC Dropout,fitzpatrick,V,93,29,0.4692864516129032,0.4761,0.6823878230587128,0.6823878230587128,46,47,0.7332446354886759,0.6326130704676851,0.1006315650209908,0.7332446354886759,0.6326130704676851,0.1006315650209908,-0.0939247333894414,0.3705152049737438,
MC Dropout,fitzpatrick,VI,43,14,0.4830111627906977,0.46982,0.669100355270297,0.669100355270297,21,22,0.7567065528460912,0.5854762575843118,0.17123029526177946,0.7567065528460912,0.5854762575843118,0.17123029526177946,0.1988825128360012,0.20105660205291295,
MC Dropout,fitzpatrick,I-II,958,315,0.5575465135699373,0.57431,0.6608296867949977,0.6581639355060203,479,479,0.7145765802058894,0.6017512908061511,0.11282528939973835,0.7145765802058894,0.6017512908061511,0.11282528939973835,-0.11673073712790141,0.00029384404236411734,
MC Dropout,fitzpatrick,III-IV,406,132,0.5310901970443349,0.53405,0.6636565063387303,0.6636565063387303,203,203,0.6933157949024821,0.6339972177749784,0.05931857712750366,0.6933157949024821,0.6339972177749784,0.05931857712750366,-0.05143173421048473,0.30122504719022447,
MC Dropout,fitzpatrick,V-VI,136,43,0.4736258823529411,0.47367999999999993,0.6781866383903167,0.6781866383903167,68,68,0.7296473418965059,0.6267259348841274,0.10292140701237851,0.7296473418965059,0.6267259348841274,0.10292140701237851,-0.006686234776774443,0.9384204002641762,
