sev,target,qbar_route,correct_deg,correct_enh,qband
mild,0,0.5014762878417969,1,1,mid
mild,0,0.51670241355896,1,1,mid
mild,0,0.47287532687187195,1,1,low
mild,0,0.49796995520591736,1,1,mid
mild,0,0.5135416388511658,1,1,mid
mild,0,0.6344583034515381,1,1,high
mild,0,0.5990650057792664,0,1,high
mild,0,0.49409037828445435,1,1,low
mild,0,0.5347606539726257,1,1,mid
mild,0,0.5015890002250671,1,1,mid
mild,0,0.6133691668510437,1,1,high
mild,0,0.5798682570457458,1,1,high
mild,0,0.5218414664268494,1,1,mid
mild,0,0.6016067862510681,0,0,high
mild,0,0.5283700227737427,1,1,mid
mild,0,0.5107435584068298,1,1,mid
mild,0,0.5632175207138062,1,1,high
mild,0,0.7481357455253601,1,1,high
mild,0,0.5264849066734314,1,1,mid
mild,0,0.6343867182731628,1,1,high
mild,0,0.5076999068260193,1,1,mid
mild,0,0.5882101058959961,1,1,high
mild,0,0.4569714665412903,0,1,low
mild,0,0.4882674217224121,1,1,low
mild,0,0.5844823718070984,1,1,high
mild,0,0.5883662104606628,1,1,high
mild,0,0.6119008660316467,1,1,high
mild,0,0.4236384928226471,1,1,low
mild,0,0.5067738890647888,1,1,mid
mild,0,0.45573359727859497,1,1,low
mild,0,0.5374173521995544,0,1,mid
mild,0,0.5367793440818787,1,1,mid
mild,0,0.6173297762870789,0,1,high
mild,0,0.507565438747406,1,1,mid
mild,0,0.5501994490623474,1,1,high
mild,0,0.4862712025642395,0,1,low
mild,0,0.6089405417442322,0,1,high
mild,0,0.5234857797622681,1,1,mid
mild,0,0.49199438095092773,1,1,low
mild,0,0.5562201738357544,0,1,high
mild,0,0.4872511327266693,1,1,low
mild,0,0.575649082660675,1,1,high
mild,0,0.5440099835395813,1,1,mid
mild,0,0.5158265233039856,1,1,mid
mild,0,0.5331119894981384,1,1,mid
mild,0,0.48631855845451355,1,1,low
mild,0,0.6490363478660583,1,1,high
mild,0,0.6324666142463684,1,1,high
mild,0,0.5161015391349792,0,1,mid
mild,0,0.5038489699363708,0,1,mid
mild,0,0.5772234797477722,1,1,high
mild,0,0.5304135680198669,1,1,mid
mild,0,0.6236136555671692,0,0,high
mild,0,0.6681121587753296,1,1,high
mild,0,0.6030425429344177,1,1,high
mild,0,0.49832889437675476,1,1,mid
mild,0,0.5157305598258972,1,1,mid
mild,0,0.517991304397583,1,1,mid
mild,0,0.6212480068206787,1,1,high
mild,0,0.5468253493309021,1,1,mid
mild,0,0.5561988949775696,0,1,high
mild,0,0.5202996134757996,0,1,mid
mild,0,0.5282394289970398,1,1,mid
mild,0,0.58250492811203,0,1,high
mild,0,0.5064115524291992,1,1,mid
mild,0,0.5502397418022156,1,1,high
mild,0,0.5137029886245728,1,1,mid
mild,0,0.5330780744552612,1,1,mid
mild,0,0.4917813241481781,1,1,low
mild,0,0.5181437730789185,1,1,mid
mild,0,0.5926699042320251,1,1,high
mild,0,0.5578938722610474,1,1,high
mild,0,0.4944261610507965,1,1,low
mild,0,0.5844854712486267,1,1,high
mild,0,0.5241830945014954,0,1,mid
mild,0,0.5372632741928101,1,1,mid
mild,0,0.5557671785354614,1,1,high
