# ICERFIRE 1.0 benchmark scores — QuantImmuBench §Tier-2
# icerfire_rank: 原始 ICERFIRE %Rank（0=最强免疫原，100=最弱）
# icerfire_score: 翻转方向 = 100 - icerfire_rank（越高越强，与其他工具一致）
# pending_DTU_consent: True = ICERFIRE binary 使用条款待 DTU 书面确认
# join_strategy: content join on (MT_Subpeptide, WT_Subpeptide, HLA_icerfire) — 非行序
bb_idx,icerfire_rank,icerfire_score,pending_DTU_consent
233,74.3412,25.6588,True
234,79.5685,20.4315,True
235,75.6764,24.3236,True
236,78.739,21.261,True
237,85.6042,14.3958,True
238,51.5927,48.4073,True
239,88.7019,11.2981,True
240,79.2622,20.7378,True
241,43.5075,56.4925,True
242,60.8598,39.1402,True
243,42.9364,57.0636,True
244,59.9168,40.0832,True
245,4.8693,95.1307,True
246,1.0242,98.9758,True
247,6.1114,93.8886,True
248,3.428,96.572,True
249,80.698,19.302,True
250,85.7842,14.2158,True
251,87.1009,12.8991,True
252,83.9811,16.0189,True
253,91.6002,8.3998,True
254,85.7454,14.2546,True
255,85.7454,14.2546,True
256,64.7261,35.2739,True
257,19.5567,80.4433,True
258,19.5567,80.4433,True
259,19.9793,80.0207,True
260,29.6239,70.3761,True
261,2.0753,97.9247,True
262,9.9481,90.0519,True
263,10.619,89.381,True
264,29.0195,70.9805,True
265,39.4715,60.5285,True
266,39.7049,60.2951,True
267,58.0584,41.9416,True
268,39.5573,60.4427,True
269,44.9627,55.0373,True
270,32.7622,67.2378,True
271,31.832,68.168,True
272,31.832,68.168,True
273,40.0389,59.9611,True
274,41.603,58.397,True
275,47.9949,52.0051,True
276,46.763,53.237,True
277,59.3354,40.6646,True
278,26.5428,73.4572,True
279,52.5043,47.4957,True
280,53.9817,46.0183,True
281,29.2668,70.7332,True
282,37.6721,62.3279,True
283,29.7199,70.2801,True
284,29.2557,70.7443,True
285,52.4277,47.5723,True
286,8.8279,91.1721,True
287,5.1397,94.8603,True
288,9.747,90.253,True
289,64.6246,35.3754,True
290,68.0351,31.9649,True
291,71.4677,28.5323,True
292,65.9672,34.0328,True
293,64.8498,35.1502,True
294,30.4553,69.5447,True
295,22.8638,77.1362,True
296,55.1499,44.8501,True
297,29.1219,70.8781,True
298,16.1767,83.8233,True
299,16.1767,83.8233,True
300,16.1767,83.8233,True
301,57.0729,42.9271,True
302,58.2226,41.7774,True
303,58.6489,41.3511,True
304,69.0603,30.9397,True
305,55.4747,44.5253,True
306,55.4747,44.5253,True
307,44.9535,55.0465,True
308,55.4747,44.5253,True
309,43.8167,56.1833,True
310,15.2982,84.7018,True
311,32.9652,67.0348,True
312,41.1222,58.8778,True
313,51.804,48.196,True
314,50.3423,49.6577,True
315,57.8055,42.1945,True
316,61.1477,38.8523,True
317,2.0753,97.9247,True
318,9.9481,90.0519,True
319,10.619,89.381,True
320,29.0195,70.9805,True
321,9.5403,90.4597,True
322,9.5403,90.4597,True
323,3.6116,96.3884,True
324,9.5403,90.4597,True
325,89.3875,10.6125,True
326,89.3773,10.6227,True
327,87.351,12.649,True
329,81.582,18.418,True
330,86.5713,13.4287,True
331,92.1133,7.8867,True
333,81.1197,18.8803,True
334,81.1197,18.8803,True
335,78.7897,21.2103,True
337,35.1604,64.8396,True
338,35.1604,64.8396,True
339,40.9266,59.0734,True
341,69.0833,30.9167,True
342,69.0833,30.9167,True
343,63.3254,36.6746,True
345,30.5697,69.4303,True
346,30.5697,69.4303,True
347,44.052,55.948,True
349,67.9078,32.0922,True
350,76.3666,23.6334,True
351,44.9138,55.0862,True
353,59.3317,40.6683,True
354,59.3317,40.6683,True
355,71.3773,28.6227,True
357,56.6336,43.3664,True
358,47.5603,52.4397,True
359,63.6225,36.3775,True
361,52.0642,47.9358,True
362,52.9759,47.0241,True
363,49.1206,50.8794,True
365,30.2181,69.7819,True
366,32.0821,67.9179,True
367,26.0086,73.9914,True
369,24.6733,75.3267,True
370,28.6652,71.3348,True
371,21.9392,78.0608,True
373,33.7024,66.2976,True
374,34.4111,65.5889,True
375,29.9976,70.0024,True
377,36.3904,63.6096,True
378,36.3904,63.6096,True
379,31.6752,68.3248,True
381,62.0945,37.9055,True
382,62.0945,37.9055,True
383,64.5102,35.4898,True
385,71.8691,28.1309,True
386,67.0976,32.9024,True
387,79.8287,20.1713,True
389,94.8917,5.1083,True
390,93.5961,6.4039,True
391,94.0363,5.9637,True
393,81.582,18.418,True
394,86.5713,13.4287,True
395,92.1133,7.8867,True
397,63.4693,36.5307,True
398,63.4693,36.5307,True
399,63.4693,36.5307,True
401,45.4001,54.5999,True
402,45.4001,54.5999,True
403,45.4001,54.5999,True
405,30.5697,69.4303,True
406,77.4554,22.5446,True
407,44.052,55.948,True
409,36.7872,63.2128,True
410,76.3666,23.6334,True
411,36.5039,63.4961,True
413,67.9078,32.0922,True
414,76.3666,23.6334,True
415,44.9138,55.0862,True
417,56.6336,43.3664,True
418,47.5603,52.4397,True
419,63.6225,36.3775,True
421,66.7746,33.2254,True
422,58.9922,41.0078,True
423,63.629,36.371,True
425,30.2181,69.7819,True
426,49.4445,50.5555,True
427,52.0254,47.9746,True
429,30.2181,69.7819,True
430,28.6652,71.3348,True
431,26.0086,73.9914,True
433,41.8817,58.1183,True
434,42.6291,57.3709,True
435,47.6258,52.3742,True
437,36.3904,63.6096,True
438,34.4111,65.5889,True
439,45.4222,54.5778,True
441,58.457,41.543,True
442,66.7303,33.2697,True
443,58.457,41.543,True
445,71.8691,28.1309,True
446,67.0976,32.9024,True
447,79.8287,20.1713,True
449,94.8917,5.1083,True
450,93.5961,6.4039,True
451,94.0363,5.9637,True
453,81.582,18.418,True
454,86.5713,13.4287,True
455,92.1133,7.8867,True
457,63.4693,36.5307,True
458,63.4693,36.5307,True
459,63.4693,36.5307,True
461,30.5697,69.4303,True
462,45.4001,54.5999,True
463,45.4001,54.5999,True
465,36.7872,63.2128,True
466,76.3666,23.6334,True
467,36.5039,63.4961,True
469,36.7872,63.2128,True
470,76.3666,23.6334,True
471,36.5039,63.4961,True
473,56.6336,43.3664,True
474,97.1136,2.8864,True
475,63.6225,36.3775,True
477,66.7746,33.2254,True
478,58.9922,41.0078,True
479,63.629,36.371,True
481,12.5789,87.4211,True
482,49.4445,50.5555,True
483,52.0254,47.9746,True
485,30.2181,69.7819,True
486,28.6652,71.3348,True
487,52.0254,47.9746,True
489,30.2181,69.7819,True
490,42.6291,57.3709,True
491,47.6258,52.3742,True
493,41.8817,58.1183,True
494,42.6291,57.3709,True
495,47.6258,52.3742,True
497,58.457,41.543,True
498,66.7303,33.2697,True
499,58.457,41.543,True
501,95.1897,4.8103,True
502,66.7303,33.2697,True
503,79.8287,20.1713,True
505,94.8917,5.1083,True
506,93.5961,6.4039,True
507,94.0363,5.9637,True
509,81.582,18.418,True
510,86.5713,13.4287,True
511,92.1133,7.8867,True
513,63.4693,36.5307,True
514,63.4693,36.5307,True
515,63.4693,36.5307,True
517,36.7872,63.2128,True
518,76.3666,23.6334,True
519,36.5039,63.4961,True
521,36.7872,63.2128,True
522,76.3666,23.6334,True
523,36.5039,63.4961,True
525,82.5296,17.4704,True
526,97.1136,2.8864,True
527,63.6225,36.3775,True
529,66.7746,33.2254,True
530,97.7789,2.2211,True
531,63.629,36.371,True
533,12.5789,87.4211,True
534,49.4445,50.5555,True
535,52.0254,47.9746,True
537,12.5789,87.4211,True
538,28.6652,71.3348,True
539,52.0254,47.9746,True
541,30.2181,69.7819,True
542,42.6291,57.3709,True
543,52.0254,47.9746,True
545,30.2181,69.7819,True
546,42.6291,57.3709,True
547,47.6258,52.3742,True
549,41.8817,58.1183,True
550,42.6291,57.3709,True
551,47.6258,52.3742,True
553,95.1897,4.8103,True
554,66.7303,33.2697,True
555,79.8287,20.1713,True
557,94.8917,5.1083,True
558,93.5961,6.4039,True
559,94.0363,5.9637,True
561,81.582,18.418,True
562,86.5713,13.4287,True
563,92.1133,7.8867,True
565,36.7872,63.2128,True
566,76.3666,23.6334,True
567,36.5039,63.4961,True
569,36.7872,63.2128,True
570,76.3666,23.6334,True
571,36.5039,63.4961,True
573,82.5296,17.4704,True
574,97.1136,2.8864,True
575,63.6225,36.3775,True
577,66.7746,33.2254,True
578,97.7789,2.2211,True
579,63.629,36.371,True
581,12.5789,87.4211,True
582,97.7789,2.2211,True
583,52.0254,47.9746,True
585,12.5789,87.4211,True
586,28.6652,71.3348,True
587,52.0254,47.9746,True
589,12.5789,87.4211,True
590,42.6291,57.3709,True
591,52.0254,47.9746,True
593,30.2181,69.7819,True
594,42.6291,57.3709,True
595,52.0254,47.9746,True
597,30.2181,69.7819,True
598,42.6291,57.3709,True
599,47.6258,52.3742,True
601,95.1897,4.8103,True
602,42.6291,57.3709,True
603,79.8287,20.1713,True
605,94.8917,5.1083,True
606,93.5961,6.4039,True
607,94.0363,5.9637,True
609,36.7872,63.2128,True
610,76.3666,23.6334,True
611,92.1133,7.8867,True
613,36.7872,63.2128,True
614,76.3666,23.6334,True
615,36.5039,63.4961,True
617,82.5296,17.4704,True
618,97.1136,2.8864,True
619,63.6225,36.3775,True
621,66.7746,33.2254,True
622,97.7789,2.2211,True
623,63.629,36.371,True
625,12.5789,87.4211,True
626,97.7789,2.2211,True
627,52.0254,47.9746,True
629,12.5789,87.4211,True
630,97.7789,2.2211,True
631,52.0254,47.9746,True
633,12.5789,87.4211,True
634,42.6291,57.3709,True
635,52.0254,47.9746,True
637,12.5789,87.4211,True
638,42.6291,57.3709,True
639,52.0254,47.9746,True
641,30.2181,69.7819,True
642,42.6291,57.3709,True
643,52.0254,47.9746,True
645,30.2181,69.7819,True
646,42.6291,57.3709,True
647,79.8287,20.1713,True
649,94.8917,5.1083,True
650,76.3666,23.6334,True
651,94.0363,5.9637,True
653,36.7872,63.2128,True
654,76.3666,23.6334,True
655,92.1133,7.8867,True
657,82.5296,17.4704,True
658,97.1136,2.8864,True
659,63.6225,36.3775,True
661,66.7746,33.2254,True
662,97.7789,2.2211,True
663,63.629,36.371,True
665,12.5789,87.4211,True
666,97.7789,2.2211,True
667,52.0254,47.9746,True
669,12.5789,87.4211,True
670,97.7789,2.2211,True
671,52.0254,47.9746,True
673,12.5789,87.4211,True
674,97.7789,2.2211,True
675,52.0254,47.9746,True
677,12.5789,87.4211,True
678,42.6291,57.3709,True
679,52.0254,47.9746,True
681,12.5789,87.4211,True
682,42.6291,57.3709,True
683,52.0254,47.9746,True
685,30.2181,69.7819,True
686,42.6291,57.3709,True
687,79.8287,20.1713,True
689,28.9355,71.0645,True
690,28.9355,71.0645,True
693,34.1214,65.8786,True
694,34.9887,65.0113,True
697,41.0327,58.9673,True
698,43.968,56.032,True
701,29.0407,70.9593,True
702,29.0407,70.9593,True
705,41.9758,58.0242,True
706,41.6657,58.3343,True
709,53.7104,46.2896,True
710,53.7104,46.2896,True
713,43.2123,56.7877,True
714,43.2123,56.7877,True
717,45.9002,54.0998,True
718,45.9002,54.0998,True
721,56.4445,43.5555,True
722,56.4445,43.5555,True
725,47.181,52.819,True
726,47.1681,52.8319,True
729,17.3052,82.6948,True
730,17.3052,82.6948,True
733,15.2918,84.7082,True
734,15.2918,84.7082,True
737,25.0258,74.9742,True
738,25.0258,74.9742,True
741,24.8551,75.1449,True
742,24.8957,75.1043,True
745,37.8686,62.1314,True
746,51.4515,48.5485,True
749,46.0008,53.9992,True
750,46.0008,53.9992,True
753,33.2567,66.7433,True
754,41.0004,58.9996,True
757,45.2331,54.7669,True
758,50.2464,49.7536,True
761,48.8724,51.1276,True
762,43.968,56.032,True
765,45.568,54.432,True
766,43.968,56.032,True
769,41.9758,58.0242,True
770,29.0407,70.9593,True
773,57.9578,42.0422,True
774,49.5229,50.4771,True
777,72.5806,27.4194,True
778,70.6668,29.3332,True
781,45.9002,54.0998,True
782,43.2123,56.7877,True
785,68.5814,31.4186,True
786,56.4445,43.5555,True
789,62.2246,37.7754,True
790,60.0976,39.9024,True
793,47.181,52.819,True
794,17.3052,82.6948,True
797,16.2994,83.7006,True
798,18.4937,81.5063,True
801,25.0258,74.9742,True
802,14.381,85.619,True
805,35.654,64.346,True
806,35.7749,64.2251,True
809,19.4432,80.5568,True
810,51.4515,48.5485,True
813,43.5934,56.4066,True
814,59.9389,40.0611,True
817,53.8405,46.1595,True
818,41.0004,58.9996,True
821,84.7193,15.2807,True
822,43.968,56.032,True
825,45.568,54.432,True
826,43.968,56.032,True
829,41.9758,58.0242,True
830,43.968,56.032,True
833,57.9578,42.0422,True
834,49.5229,50.4771,True
837,83.3739,16.6261,True
838,70.6668,29.3332,True
841,72.5806,27.4194,True
842,70.6668,29.3332,True
845,68.5814,31.4186,True
846,43.2123,56.7877,True
849,75.9938,24.0062,True
850,60.0976,39.9024,True
853,62.2246,37.7754,True
854,60.0976,39.9024,True
857,47.181,52.819,True
858,18.4937,81.5063,True
861,25.0258,74.9742,True
862,76.959,23.041,True
865,35.654,64.346,True
866,35.7749,64.2251,True
869,35.654,64.346,True
870,51.4515,48.5485,True
873,19.4432,80.5568,True
874,59.9389,40.0611,True
877,43.5934,56.4066,True
878,59.9389,40.0611,True
881,84.7193,15.2807,True
882,43.968,56.032,True
885,41.9758,58.0242,True
886,43.968,56.032,True
889,57.9578,42.0422,True
890,43.968,56.032,True
893,83.3739,16.6261,True
894,70.6668,29.3332,True
897,83.3739,16.6261,True
898,70.6668,29.3332,True
901,72.5806,27.4194,True
902,70.6668,29.3332,True
905,75.9938,24.0062,True
906,60.0976,39.9024,True
909,75.9938,24.0062,True
910,60.0976,39.9024,True
913,62.2246,37.7754,True
914,60.0976,39.9024,True
917,47.181,52.819,True
918,76.959,23.041,True
921,35.654,64.346,True
922,85.2001,14.7999,True
925,35.654,64.346,True
926,51.4515,48.5485,True
929,35.654,64.346,True
930,59.9389,40.0611,True
933,19.4432,80.5568,True
934,59.9389,40.0611,True
937,84.7193,15.2807,True
938,43.968,56.032,True
941,57.9578,42.0422,True
942,43.968,56.032,True
945,83.3739,16.6261,True
946,43.968,56.032,True
949,83.3739,16.6261,True
950,70.6668,29.3332,True
953,83.3739,16.6261,True
954,70.6668,29.3332,True
957,75.9938,24.0062,True
958,60.0976,39.9024,True
961,75.9938,24.0062,True
962,60.0976,39.9024,True
965,75.9938,24.0062,True
966,60.0976,39.9024,True
969,62.2246,37.7754,True
970,76.959,23.041,True
973,35.654,64.346,True
974,85.2001,14.7999,True
977,35.654,64.346,True
978,85.2001,14.7999,True
981,35.654,64.346,True
982,59.9389,40.0611,True
985,35.654,64.346,True
986,59.9389,40.0611,True
989,57.9578,42.0422,True
990,43.968,56.032,True
993,83.3739,16.6261,True
994,43.968,56.032,True
997,83.3739,16.6261,True
998,43.968,56.032,True
1001,83.3739,16.6261,True
1002,70.6668,29.3332,True
1005,75.9938,24.0062,True
1006,60.0976,39.9024,True
1009,75.9938,24.0062,True
1010,60.0976,39.9024,True
1013,75.9938,24.0062,True
1014,60.0976,39.9024,True
1017,75.9938,24.0062,True
1018,76.959,23.041,True
1021,62.2246,37.7754,True
1022,85.2001,14.7999,True
1025,35.654,64.346,True
1026,85.2001,14.7999,True
1029,35.654,64.346,True
1030,85.2001,14.7999,True
1033,35.654,64.346,True
1034,59.9389,40.0611,True
1037,83.3739,16.6261,True
1038,43.968,56.032,True
1041,83.3739,16.6261,True
1042,43.968,56.032,True
1045,83.3739,16.6261,True
1046,43.968,56.032,True
1049,75.9938,24.0062,True
1050,60.0976,39.9024,True
1053,75.9938,24.0062,True
1054,60.0976,39.9024,True
1057,75.9938,24.0062,True
1058,60.0976,39.9024,True
1061,75.9938,24.0062,True
1062,76.959,23.041,True
1065,75.9938,24.0062,True
1066,85.2001,14.7999,True
1069,62.2246,37.7754,True
1070,85.2001,14.7999,True
1073,35.654,64.346,True
1074,85.2001,14.7999,True
1077,35.654,64.346,True
1078,85.2001,14.7999,True
1081,90.6027,9.3973,True
1082,90.6027,9.3973,True
1085,47.4246,52.5754,True
1086,47.4246,52.5754,True
1089,89.3875,10.6125,True
1090,89.3773,10.6227,True
1093,81.582,18.418,True
1094,86.5713,13.4287,True
1097,81.1197,18.8803,True
1098,81.1197,18.8803,True
1101,35.1604,64.8396,True
1102,35.1604,64.8396,True
1105,69.0833,30.9167,True
1106,69.0833,30.9167,True
1109,30.5697,69.4303,True
1110,30.5697,69.4303,True
1113,67.9078,32.0922,True
1114,76.3666,23.6334,True
1117,59.3317,40.6683,True
1118,59.3317,40.6683,True
1121,56.6336,43.3664,True
1122,47.5603,52.4397,True
1125,52.0642,47.9358,True
1126,52.9759,47.0241,True
1129,30.2181,69.7819,True
1130,32.0821,67.9179,True
1133,24.6733,75.3267,True
1134,28.6652,71.3348,True
1137,47.4246,52.5754,True
1138,90.6027,9.3973,True
1141,65.9119,34.0881,True
1142,89.3773,10.6227,True
1145,94.8917,5.1083,True
1146,93.5961,6.4039,True
1149,81.582,18.418,True
1150,86.5713,13.4287,True
1153,63.4693,36.5307,True
1154,63.4693,36.5307,True
1157,45.4001,54.5999,True
1158,45.4001,54.5999,True
1161,30.5697,69.4303,True
1162,77.4554,22.5446,True
1165,36.7872,63.2128,True
1166,76.3666,23.6334,True
1169,67.9078,32.0922,True
1170,76.3666,23.6334,True
1173,56.6336,43.3664,True
1174,47.5603,52.4397,True
1177,66.7746,33.2254,True
1178,58.9922,41.0078,True
1181,30.2181,69.7819,True
1182,49.4445,50.5555,True
1185,30.2181,69.7819,True
1186,28.6652,71.3348,True
1189,65.9119,34.0881,True
1190,89.3773,10.6227,True
1193,94.8917,5.1083,True
1194,93.5961,6.4039,True
1197,94.8917,5.1083,True
1198,93.5961,6.4039,True
1201,81.582,18.418,True
1202,86.5713,13.4287,True
1205,63.4693,36.5307,True
1206,63.4693,36.5307,True
1209,30.5697,69.4303,True
1210,45.4001,54.5999,True
1213,36.7872,63.2128,True
1214,76.3666,23.6334,True
1217,36.7872,63.2128,True
1218,76.3666,23.6334,True
1221,56.6336,43.3664,True
1222,97.1136,2.8864,True
1225,66.7746,33.2254,True
1226,58.9922,41.0078,True
1229,12.5789,87.4211,True
1230,49.4445,50.5555,True
1233,30.2181,69.7819,True
1234,28.6652,71.3348,True
1237,94.8917,5.1083,True
1238,93.5961,6.4039,True
1241,94.8917,5.1083,True
1242,93.5961,6.4039,True
1245,94.8917,5.1083,True
1246,93.5961,6.4039,True
1249,81.582,18.418,True
1250,86.5713,13.4287,True
1253,63.4693,36.5307,True
1254,63.4693,36.5307,True
1257,36.7872,63.2128,True
1258,76.3666,23.6334,True
1261,36.7872,63.2128,True
1262,76.3666,23.6334,True
1265,82.5296,17.4704,True
1266,97.1136,2.8864,True
1269,66.7746,33.2254,True
1270,97.7789,2.2211,True
1273,12.5789,87.4211,True
1274,49.4445,50.5555,True
1277,12.5789,87.4211,True
1278,28.6652,71.3348,True
1281,94.8917,5.1083,True
1282,93.5961,6.4039,True
1285,94.8917,5.1083,True
1286,93.5961,6.4039,True
1289,94.8917,5.1083,True
1290,93.5961,6.4039,True
1293,81.582,18.418,True
1294,86.5713,13.4287,True
1297,36.7872,63.2128,True
1298,76.3666,23.6334,True
1301,36.7872,63.2128,True
1302,76.3666,23.6334,True
1305,82.5296,17.4704,True
1306,97.1136,2.8864,True
1309,66.7746,33.2254,True
1310,97.7789,2.2211,True
1313,12.5789,87.4211,True
1314,97.7789,2.2211,True
1317,12.5789,87.4211,True
1318,28.6652,71.3348,True
1321,94.8917,5.1083,True
1322,93.5961,6.4039,True
1325,94.8917,5.1083,True
1326,93.5961,6.4039,True
1329,94.8917,5.1083,True
1330,93.5961,6.4039,True
1333,36.7872,63.2128,True
1334,76.3666,23.6334,True
1337,36.7872,63.2128,True
1338,76.3666,23.6334,True
1341,82.5296,17.4704,True
1342,97.1136,2.8864,True
1345,66.7746,33.2254,True
1346,97.7789,2.2211,True
1349,12.5789,87.4211,True
1350,97.7789,2.2211,True
1353,12.5789,87.4211,True
1354,97.7789,2.2211,True
1357,94.8917,5.1083,True
1358,93.5961,6.4039,True
1361,94.8917,5.1083,True
1362,93.5961,6.4039,True
1365,94.8917,5.1083,True
1366,76.3666,23.6334,True
1369,36.7872,63.2128,True
1370,76.3666,23.6334,True
1373,82.5296,17.4704,True
1374,97.1136,2.8864,True
1377,66.7746,33.2254,True
1378,97.7789,2.2211,True
1381,12.5789,87.4211,True
1382,97.7789,2.2211,True
1385,12.5789,87.4211,True
1386,97.7789,2.2211,True
1389,57.7345,42.2655,True
1390,57.7345,42.2655,True
1393,81.7176,18.2824,True
1394,81.7176,18.2824,True
1397,44.8022,55.1978,True
1398,44.8022,55.1978,True
1401,66.9555,33.0445,True
1402,66.9555,33.0445,True
1405,85.5304,14.4696,True
1406,85.5313,14.4687,True
1409,45.7904,54.2096,True
1410,45.7904,54.2096,True
1413,46.6015,53.3985,True
1414,46.6015,53.3985,True
1417,53.5101,46.4899,True
1418,53.5101,46.4899,True
1421,46.0368,53.9632,True
1422,44.9166,55.0834,True
1425,72.4015,27.5985,True
1426,81.7176,18.2824,True
1429,40.9017,59.0983,True
1430,40.5345,59.4655,True
1433,83.3712,16.6288,True
1434,81.5534,18.4466,True
1437,85.5304,14.4696,True
1438,58.6212,41.3788,True
1441,45.4536,54.5464,True
1442,45.4536,54.5464,True
1445,49.9917,50.0083,True
1446,49.9917,50.0083,True
1449,46.0368,53.9632,True
1450,44.9166,55.0834,True
1453,40.9017,59.0983,True
1454,40.5345,59.4655,True
1457,83.3712,16.6288,True
1458,81.5534,18.4466,True
1461,83.3712,16.6288,True
1462,81.5534,18.4466,True
1465,85.5304,14.4696,True
1466,58.6212,41.3788,True
1469,45.4536,54.5464,True
1470,49.9917,50.0083,True
1473,46.0368,53.9632,True
1474,40.5345,59.4655,True
1477,83.3712,16.6288,True
1478,81.5534,18.4466,True
1481,83.3712,16.6288,True
1482,81.5534,18.4466,True
1485,83.3712,16.6288,True
1486,81.5534,18.4466,True
1489,85.5304,14.4696,True
1490,58.6212,41.3788,True
1493,83.3712,16.6288,True
1494,81.5534,18.4466,True
1497,83.3712,16.6288,True
1498,81.5534,18.4466,True
1501,83.3712,16.6288,True
1502,81.5534,18.4466,True
1505,83.3712,16.6288,True
1506,81.5534,18.4466,True
1509,83.3712,16.6288,True
1510,81.5534,18.4466,True
1513,83.3712,16.6288,True
1514,81.5534,18.4466,True
1517,83.3712,16.6288,True
1518,81.5534,18.4466,True
