bb_idx,MT_TSCAPE
919,0.062600
920,0.035588
921,0.262637
922,0.253389
923,0.056689
924,0.024614
925,0.310667
926,0.242542
927,0.061685
928,0.035445
929,0.343576
930,0.275406
931,0.071756
932,0.071720
933,0.444705
934,0.319979
935,0.083183
936,0.071286
937,0.360035
938,0.337233
939,0.069833
940,0.072187
941,0.316602
942,0.307131
943,0.067467
944,0.060886
945,0.173966
946,0.154683
947,0.030902
948,0.028890
949,0.361986
950,0.336784
951,0.078462
952,0.066696
953,0.381611
954,0.205435
955,0.060891
956,0.055846
957,0.324228
958,0.259803
959,0.084344
960,0.060534
961,0.275206
962,0.215181
963,0.050324
964,0.036791
965,0.307404
966,0.236984
967,0.059598
968,0.055035
969,0.574230
970,0.591360
971,0.194020
972,0.114725
973,0.265403
974,0.240165
975,0.061953
976,0.038339
977,0.257316
978,0.270417
979,0.063755
980,0.025980
981,0.272364
982,0.218146
983,0.055767
984,0.029573
985,0.317436
986,0.244964
987,0.068764
988,0.063755
989,0.330674
990,0.367395
991,0.065848
992,0.067820
993,0.363407
994,0.364710
995,0.085083
996,0.065401
997,0.156700
998,0.155097
999,0.031989
1000,0.026754
1001,0.362412
1002,0.337120
1003,0.078090
1004,0.066964
1005,0.338613
1006,0.204366
1007,0.062018
1008,0.054063
1009,0.288585
1010,0.247382
1011,0.080091
1012,0.055767
1013,0.249791
1014,0.186832
1015,0.048294
1016,0.031379
1017,0.312278
1018,0.212409
1019,0.065762
1020,0.056351
1021,0.548409
1022,0.561763
1023,0.180881
1024,0.096629
1025,0.263065
1026,0.241455
1027,0.057544
1028,0.034118
1029,0.242071
1030,0.280534
1031,0.074014
1032,0.026742
1033,0.253772
1034,0.206402
1035,0.054938
1036,0.028247
1037,0.346150
1038,0.329095
1039,0.062694
1040,0.059999
1041,0.384040
1042,0.340837
1043,0.086368
1044,0.065789
1045,0.159520
1046,0.149277
1047,0.031828
1048,0.025572
1049,0.342411
1050,0.319808
1051,0.077566
1052,0.062315
1053,0.318787
1054,0.191302
1055,0.064107
1056,0.048803
1057,0.296758
1058,0.223795
1059,0.072795
1060,0.052173
1061,0.242913
1062,0.190404
1063,0.046276
1064,0.028495
1065,0.299471
1066,0.195911
1067,0.062781
1068,0.055856
1069,0.521562
1070,0.536067
1071,0.150750
1072,0.088298
1073,0.245412
1074,0.215853
1075,0.048516
1076,0.032617
1077,0.242923
1078,0.263557
1079,0.068975
1080,0.022602
1081,0.318467
1082,0.262254
1083,0.077009
1084,0.042763
1085,0.377088
1086,0.240696
1087,0.083993
1088,0.047987
1091,0.077382
1092,0.059902
1095,0.076062
1096,0.037078
1099,0.082443
1100,0.043160
1103,0.195038
1104,0.150043
1107,0.067594
1108,0.041745
1111,0.054435
1112,0.029407
1115,0.071648
1116,0.033221
1119,0.095675
1120,0.054389
1123,0.052749
1124,0.039092
1127,0.139240
1128,0.091663
1131,0.160889
1132,0.090505
1135,0.180796
1136,0.118979
1137,0.163125
1138,0.175584
1139,0.046264
1140,0.024110
1141,0.397441
1142,0.265116
1143,0.090095
1144,0.060513
1147,0.099557
1148,0.097959
1151,0.084229
1152,0.045237
1155,0.074850
1156,0.042126
1159,0.182853
1160,0.148741
1163,0.073071
1164,0.042739
1167,0.052823
1168,0.027241
1171,0.065408
1172,0.029581
1175,0.107863
1176,0.065214
1179,0.072198
1180,0.051101
1183,0.141403
