bb_idx,MT_Seq2Neo
649,0.7305276
650,0.846275
651,0.9011587
652,0.7181925
653,0.8426192
654,0.89753413
655,0.7360623
656,0.8922987
657,0.9453856
658,0.6714672
659,0.85084975
660,0.90749574
661,0.6669612
662,0.7757638
663,0.83013153
664,0.6537211
665,0.7788482
666,0.8507576
667,0.64785606
668,0.77699757
669,0.8788533
670,0.68880165
671,0.836708
672,0.9072335
673,0.6450907
674,0.7972196
675,0.85599005
676,0.7360623
677,0.8922987
678,0.9453856
679,0.6714672
680,0.85084975
681,0.90749574
682,0.6669612
683,0.7757638
684,0.83013153
685,0.6537211
686,0.7788482
687,0.8507576
688,0.64785606
689,0.77699757
690,0.8788533
691,0.68880165
692,0.836708
693,0.9072335
694,0.6450907
695,0.7972196
696,0.85599005
697,0.41370776
698,0.8115662
699,0.9049996
700,0.6400371
701,0.87166524
702,0.9419025
703,0.53837895
704,0.809916
705,0.8590629
706,0.35056287
707,0.755926
708,0.83909345
709,0.67251784
710,0.8136263
711,0.90124846
712,0.8039994
713,0.90524244
714,0.9518237
715,0.6905309
716,0.8651105
717,0.93004096
718,0.32167602
719,0.75020427
720,0.8762394
721,0.65951717
722,0.6890903
723,0.71629477
724,0.6713651
725,0.71373266
726,0.7566571
727,0.77483666
728,0.8178008
729,0.7589029
730,0.81956935
731,0.6984744
732,0.7059176
733,0.8018738
734,0.7086739
735,0.78930825
736,0.6522361
737,0.64481026
738,0.7262977
739,0.6173333
740,0.6843546
741,0.7144749
742,0.7253047
743,0.84266496
744,0.7041143
745,0.8372161
746,0.8010851
747,0.81989104
748,0.8766382
749,0.82528186
750,0.8850503
751,0.6921242
752,0.68120223
753,0.79870105
754,0.7059856
755,0.7798989
756,0.5204996
757,0.5985578
758,0.7445633
759,0.61357045
760,0.7159192
761,0.66519886
762,0.6882013
763,0.7630347
764,0.68782836
765,0.7268299
766,0.74211955
767,0.77603877
768,0.8189568
769,0.7571288
770,0.8100413
771,0.79992974
772,0.80397177
773,0.8784172
774,0.810227
775,0.8767257
776,0.80585706
777,0.7818737
778,0.89316714
779,0.84534454
