bb_idx,MT_TSCAPE
1477,0.102819
1333,0.059797
1478,0.059797
1334,0.084929
1479,0.084929
1335,0.066657
1480,0.066657
1336,0.385346
1481,0.385346
1337,0.160725
1482,0.160725
1338,0.098863
1483,0.098863
1339,0.200744
1484,0.200744
1340,0.109727
1485,0.109727
1341,0.707288
1486,0.707288
1342,0.324835
1487,0.324835
1343,0.148875
1488,0.148875
1344,0.311995
1489,0.311995
1345,0.206813
1490,0.206813
1346,0.066350
1491,0.066350
1347,0.042226
1492,0.042226
1348,0.024378
1493,0.024378
1349,0.055137
1494,0.055137
1350,0.037610
1495,0.037610
1351,0.628170
1496,0.628170
1352,0.246670
1497,0.246670
1353,0.171031
1498,0.171031
1354,0.304613
1499,0.304613
1355,0.190146
1500,0.190146
1356,0.535079
1501,0.535079
1531,0.535079
1357,0.173911
1502,0.173911
1532,0.173911
1358,0.116878
1503,0.116878
1533,0.116878
1359,0.209839
1504,0.209839
1534,0.209839
1360,0.107086
1505,0.107086
1535,0.107086
1361,0.237238
1506,0.237238
1536,0.237238
1362,0.056250
1507,0.056250
1537,0.056250
1363,0.032125
1508,0.032125
1538,0.032125
1364,0.085653
1509,0.085653
1539,0.085653
1365,0.065204
1510,0.065204
1540,0.065204
1366,0.134557
1511,0.134557
1541,0.134557
1367,0.069387
1512,0.069387
1542,0.069387
1368,0.028407
1513,0.028407
1543,0.028407
1369,0.076577
1514,0.076577
1544,0.076577
1370,0.056269
1515,0.056269
1545,0.056269
1371,0.152780
1516,0.152780
1546,0.152780
1372,0.066245
1517,0.066245
1547,0.066245
1373,0.032307
1518,0.032307
1548,0.032307
1374,0.077254
1519,0.077254
1549,0.077254
1375,0.056120
1520,0.056120
1550,0.056120
1376,0.269078
1521,0.269078
1551,0.269078
1377,0.191098
1522,0.191098
1552,0.191098
1378,0.032961
1523,0.032961
1553,0.032961
1379,0.107220
1524,0.107220
1554,0.107220
1380,0.077558
1525,0.077558
1555,0.077558
1381,0.110396
1526,0.110396
1556,0.110396
1382,0.037180
1527,0.037180
1557,0.037180
1383,0.034458
1528,0.034458
1558,0.034458
1384,0.063601
1529,0.063601
1559,0.063601
1385,0.057431
1530,0.057431
1560,0.057431
1386,0.422798
1561,0.422798
1387,0.139316
1562,0.139316
1388,0.052319
1563,0.052319
1389,0.117728
1564,0.117728
1390,0.102422
1565,0.102422
1391,0.162608
1392,0.086736
1393,0.030567
1394,0.073528
1395,0.085647
1471,0.159440
1472,0.048374
1473,0.044300
1474,0.072746
1475,0.053777
1566,0.158556
1567,0.077749
1568,0.041217
1569,0.102012
1570,0.059865
1571,0.386537
1572,0.147540
1573,0.063129
1574,0.166129
1575,0.135133
1576,0.167694
1577,0.091445
1578,0.065416
1579,0.120798
1580,0.081563
1581,0.482334
1582,0.082071
1583,0.216260
1584,0.255362
1585,0.273600
1586,0.051068
1587,0.171296
1588,0.019622
1589,0.030901
1590,0.108283
1591,0.091421
1592,0.023359
1593,0.251109
1594,0.024313
1595,0.027708
1596,0.063035
1597,0.103563
1598,0.026254
1599,0.217996
1600,0.024237
1601,0.061718
1602,0.084960
1603,0.079094
1604,0.022897
1605,0.334120
1606,0.031802
1607,0.047075
1608,0.164672
1609,0.137559
1610,0.027010
1611,0.195602
1612,0.020808
1613,0.029906
1614,0.110957
1615,0.095252
1616,0.026390
1617,0.260058
1618,0.029434
1619,0.067552
1620,0.111963
1621,0.121978
1622,0.027014
1623,0.118887
