bb_idx,MT_BigMHC_IM,WT_BigMHC_IM
1368,0.003465152,
1369,0.045410335,
1370,0.0025343408,
1371,0.12586156,
1372,0.0033574018,
1373,0.013562818,
1374,0.08003432,
1375,0.0029973749,
1376,0.17538926,
1377,0.0014905836,
1378,0.02907963,
1379,0.04481136,
1380,0.003112257,
1381,0.03499509,
1382,0.0011546562,
1383,0.012858599,
1384,0.027592223,
1385,0.009419865,
1386,0.035276327,
1387,0.0027812493,
1388,0.011487395,
1389,0.028473997,
1390,0.016254697,
1391,0.14491558,
1392,0.007874242,
1393,0.005041702,
1394,0.012397675,
1395,0.012933506,
1396,0.03663252,
1397,0.02651046,
1398,0.012082053,
1399,0.048908275,
1400,0.00366306,
1401,0.052314468,
1402,0.013818449,
1403,0.007113275,
1404,0.04888078,
1405,0.0014176852,
1406,0.03231035,
1407,0.0025910095,
1408,0.011934919,
1409,0.030575275,
1410,0.0012371052,
1411,0.018778535,
1412,0.01331455,
1413,0.0065435623,
1414,0.009632433,
1415,0.03574258,
1416,0.07313698,
1417,0.030056084,
1418,0.009826379,
1419,0.0074799913,
1420,0.05965095,
1421,0.060715202,
1422,0.05709335,
1423,0.012066171,
1424,0.056925427,
1425,0.01316201,
1426,0.2806935,
1427,0.3841215,
1428,0.014985715,
1429,0.14923082,
1430,0.012848,
1431,0.1132328,
1432,0.043102402,
1433,0.0038994413,
1434,0.006156304,
1435,0.010858527,
1436,0.10471559,
1437,0.020294039,
1438,0.00946187,
1439,0.016302517,
1440,0.013917602,
1441,0.13447858,
1442,0.0056900852,
1443,0.0033500597,
1444,0.016176132,
1445,0.031939026,
1446,0.18639031,
1447,0.008027909,
1448,0.0053612003,
1449,0.018187812,
1450,0.012897781,
1451,0.22335051,
1452,0.035560574,
1453,0.006150358,
1454,0.18778373,
1455,0.007368937,
1456,0.053058553,
1457,0.00089077296,
1458,0.0044565354,
1459,0.025822062,
1460,0.052954238,
1461,0.06706562,
1462,0.0017142001,
1463,0.01866963,
1464,0.11801576,
1465,0.032125093,
1466,0.08070891,
1467,0.006793829,
1468,0.04771533,
1469,0.106055416,
1470,0.19145255,
1471,0.060396712,
1472,0.0017448664,
1473,0.007825801,
1474,0.06902952,
1475,0.027805043,
1476,0.06444181,
1477,0.004152454,
1478,0.036868922,
1479,0.094470724,
1480,0.03280384,
1481,0.08339434,
1482,0.0037238374,
1483,0.061458487,
1484,0.08356804,
1485,0.021777766,
1486,0.071576856,
1487,0.0022054354,
1488,0.004873657,
1489,0.039067205,
1490,0.0022202667,
1491,0.029138744,
1492,0.001275003,
1493,0.0026198174,
1494,0.027965263,
1495,0.005374866,
1496,0.07754462,
1497,0.0016194734,
1498,0.005869743,
1499,0.041846126,
1500,0.0051462227,
1501,0.24619608,
1502,0.013579516,
1503,0.016411858,
1504,0.3964842,
1505,0.0062731174,
1506,0.1587374,
1507,0.0042449627,
1508,0.0075607174,
1509,0.09834576,
1510,0.003476424,
1511,0.089139186,
1512,0.0184383,
1513,0.003465152,
1514,0.045410335,
1515,0.0025343408,
1516,0.12586156,
1517,0.0033574018,
1518,0.013562818,
1519,0.08003432,
1520,0.0029973749,
1521,0.17538926,
1522,0.0014905836,
1523,0.02907963,
1524,0.04481136,
1525,0.003112257,
1526,0.03499509,
1527,0.0011546562,
1528,0.012858599,
1529,0.027592223,
1530,0.009419865,
1531,0.24619608,
1532,0.013579516,
1533,0.016411858,
1534,0.3964842,
1535,0.0062731174,
1536,0.1587374,
1537,0.0042449627,
1538,0.0075607174,
1539,0.09834576,
1540,0.003476424,
1541,0.089139186,
1542,0.0184383,
1543,0.003465152,
1544,0.045410335,
1545,0.0025343408,
1546,0.12586156,
1547,0.0033574018,
1548,0.013562818,
1549,0.08003432,
1550,0.0029973749,
1551,0.17538926,
1552,0.0014905836,
1553,0.02907963,
1554,0.04481136,
1555,0.003112257,
1556,0.03499509,
1557,0.0011546562,
1558,0.012858599,
1559,0.027592223,
1560,0.009419865,
1561,0.035276327,
1562,0.0027812493,
1563,0.011487395,
1564,0.028473997,
1565,0.016254697,
1566,0.14368753,
1567,0.09030104,
1568,0.017831387,
1569,0.09576357,
1570,0.025429027,
1571,0.11525447,
1572,0.004083961,
1573,0.013590271,
1574,0.04205524,
1575,0.0047737467,
1576,0.080689505,
1577,0.006394368,
1578,0.038650054,
1579,0.023936367,
1580,0.009319445,
1581,0.0076884227,0.0076884227
1582,0.0005793905,0.0005793905
1583,0.15951264,0.15951264
1584,0.03554928,0.03554928
1585,0.01184307,0.01184307
1586,0.003606397,0.003606397
1587,0.003113386,0.003113386
1588,0.0023166337,0.0023166337
1589,0.0014029074,0.0014029074
1590,0.016140314,0.016140314
1591,0.011843928,0.011843928
1592,0.000947626,0.000947626
1593,0.02370468,0.02370468
1594,0.0014190351,0.0014190351
1595,0.00055834284,0.00055834284
1596,0.013672427,0.013672427
1597,0.015728857,0.015728857
1598,0.0031873595,0.0031873595
1599,0.0062052524,0.0062052524
1600,0.0052250936,0.0052250936
1601,0.0002898025,0.0002898025
1602,0.005640108,0.005640108
1603,0.011400377,0.011400377
1604,0.0015903758,0.0015903758
1605,0.01595828,0.01595828
1606,0.0009202835,0.0009202835
1607,0.0006357358,0.0006357358
1608,0.005417341,0.005417341
1609,0.012921636,0.012921636
1610,0.0035680742,0.0035680742
1611,0.0030151508,0.0030151508
1612,0.0029905583,0.0029905583
1613,0.001280852,0.001280852
1614,0.008262106,0.008262106
1615,0.0031330169,0.0031330169
1616,0.0006626415,0.0006626415
1617,0.002987095,0.00358255
1618,0.003176041,0.0021806562
1619,0.0005018749,0.0005846713
1620,0.0033549138,0.004101738
1621,0.0035996686,0.004667102
1622,0.00040351934,0.00040357388
1623,0.00660003,0.008060277
1624,0.0016594753,0.001738372
1625,0.0003953898,0.00035493166
1626,0.02060553,0.0084468955
1627,0.0056598363,0.0074199024
1628,0.00070002355,0.0006658899
1629,0.03207446,0.04699395
1630,0.0015106958,0.001023235
1631,0.000999798,0.00053038605
1632,0.013609677,0.01011782
1633,0.0046737227,0.004129752
1634,0.001775836,0.0011645643
1635,0.008984918,0.010994375
1636,0.010075399,0.0049931174
1637,6.768117e-05,4.5863064e-05
1638,0.0046730554,0.0033386687
1639,0.0024586415,0.0017374584
1640,0.00030296916,0.00020795106
1641,0.0058224807,0.0063491026
1642,0.0150989285,0.015355627
1643,0.0023524128,0.0023858673
1644,0.008441901,0.013513573
1645,0.0014159436,0.0014051389
1646,0.0003257396,0.00033108256
1647,0.00536106,0.005935217
1648,0.00072284974,0.0008292229
1649,0.00031906058,0.0004163457
1650,0.011655809,0.0102405045
1651,0.0038192682,0.0057143345
1652,0.00018929949,0.0003241121
1653,0.0088057155,0.0076323007
1654,0.0021053466,0.0035112237
1655,0.0011069856,0.00061983085
1656,0.017096022,0.015771562
1657,0.016407464,0.014399168
1658,0.0005663818,0.0006983209
1659,0.010471968,0.022857757
1660,0.0048591127,0.0093876105
1661,0.0008850605,0.00056710886
1662,0.020701265,0.011755517
1663,0.009274728,0.0076575945
1664,0.0044663227,0.0016200577
1665,0.11066131,0.09857111
1666,0.0014307565,0.006294378
1667,0.005927518,0.0047319373
1668,0.026086587,0.056873824
1669,0.020444538,0.016505333
1670,0.020106975,0.017233146
1671,0.012568231,
1672,0.002545135,
1673,0.00089700514,
1674,0.016967976,
1675,0.038778782,
1676,0.0032685413,
1677,0.011850421,
1678,0.0019974078,
1679,0.0010267028,
1680,0.060424123,
1681,0.019284695,
1682,0.004393722,
1683,0.17369275,
1684,0.0026139454,
1685,0.0009733283,
1686,0.015058081,
1687,0.007625955,
1688,0.0073779305,
1689,0.056089256,
1690,0.0028436906,
1691,0.0014321915,
1692,0.016256157,
1693,0.0049947416,
1694,0.0004916214,
1695,0.110198975,
1696,0.0027859588,
1697,0.0007843198,
1698,0.05348114,
1699,0.0449399,
1700,0.008305472,
1701,0.059830505,
1702,0.00041837624,
1703,0.0019044944,
1704,0.010980181,
1705,0.010471522,
1706,0.0024878841,
1707,0.0036453921,
1708,0.001225618,
1709,0.000436468,
1710,0.008923648,
1711,0.0020558608,
1712,0.00034980482,
1713,0.023104105,
1714,0.0009303538,
1715,0.0015197772,
1716,0.008877908,
1717,0.004722108,
1718,0.0009828786,
1719,0.015945228,
1720,0.001914079,
1721,0.007716142,
1722,0.012561955,
1723,0.0054237903,
1724,0.0012012284,
1725,0.00736881,
1726,0.00070879573,
1727,0.015361111,
1728,0.026201043,
1729,0.21619721,
1730,0.0019597257,
1731,0.0082997065,
1732,0.00014983989,
1733,0.00045698005,
1734,0.045147557,
1735,0.020400869,
1736,0.00046324852,
1737,0.0034303884,
1738,0.00092353363,
1739,0.00093714695,
1740,0.01529811,
1741,0.007764763,
1742,0.00019529312,
1743,0.0019489337,
1744,0.004945055,
1745,0.0014545618,
1746,0.027957147,
1747,0.03835785,
1748,0.00036837236,
1749,0.039828993,
1750,0.002698119,
1751,0.0029838418,
1752,0.047873653,
1753,0.008773387,
1754,0.0065599377,
1755,0.008018798,
1756,0.022939425,
1757,0.000106864834,
1758,0.021187698,
1759,0.0030594484,
1760,0.0013123531,
