bb_idx,MT_IMPROVE_mean_prediction_rf
1432,0.35540752118584024
1433,0.3344153655030971
1434,0.35374581654123793
1435,0.34695618613260437
1436,0.3567191140549869
1437,0.37926064429491196
1438,0.3770699366738695
1439,0.379482391882868
1440,0.3756019508613022
1441,0.39938445748501283
1442,0.3956763950464965
1443,0.3945948661176398
1444,0.39716366288888816
1445,0.39107534454478476
1446,0.3909815302118029
1447,0.3906107508784437
1448,0.38788206509700646
1449,0.3389326620056021
1450,0.3350820465539618
1451,0.3326947037874226
1452,0.3373658629950709
1453,0.3485867427837691
1454,0.34364390675527895
1455,0.33412195117784904
1456,0.3475521134640801
1457,0.3441365754031588
1458,0.3811730266513564
1459,0.3688412387871024
1460,0.37459676222401217
1461,0.35423807584494355
1462,0.3690963265299983
1463,0.3530434621815914
1464,0.35234793954340127
1465,0.3993926833528452
1466,0.3883856996855568
1467,0.3891320393377411
1468,0.3882403907541841
1469,0.3914716582556411
1470,0.3693848145257104
1471,0.3694246186027538
1472,0.3695037409198841
1473,0.3289871286122307
1474,0.3341787761768311
1475,0.3295620609190036
1476,0.3341477366734225
1477,0.3625601640742274
1478,0.3508096849229011
1479,0.34966656557979975
1480,0.3510347361130882
1481,0.3452899906332863
1482,0.3688513335217409
1483,0.3685826018129097
1484,0.3673499917621293
1485,0.37281155213402223
1486,0.37544995504896533
1487,0.3737779751011863
1488,0.3749695735916681
1489,0.3857186139679521
1490,0.3610266369554181
1491,0.3801665250716252
1492,0.38538314582583244
1493,0.353013001971094
1494,0.3497816121530527
1495,0.35400198034866437
1496,0.3504580686829898
1497,0.36547720398897576
1498,0.36855485290932094
1499,0.35154323227199924
1500,0.35135755621566234
1501,0.3851835213354892
1502,0.38531804025040206
1503,0.38513652050855685
1504,0.3851419126875977
1505,0.3830299781366684
1506,0.37664512992889015
1507,0.3776875600042474
1508,0.3669302380485683
1529,0.36232983289483667
1530,0.36232983289483667
1531,0.35996632641495896
1532,0.36232983289483667
1533,0.35214690295875356
1534,0.3596953323731166
1535,0.3629924975166584
1536,0.35833634243210605
1537,0.35551915577551996
1538,0.3447755941241658
1539,0.3548027786599742
1540,0.3531000615344759
1541,0.42327407757654206
1542,0.4160631653289821
1543,0.42327407757654206
1544,0.42219670522017266
1545,0.45496865226681527
1546,0.4639774336258579
1547,0.4621957426844829
1548,0.46024647196852586
1549,0.44764456810027076
1550,0.48894617562545584
1551,0.44978695015702036
1552,0.44978695015702036
1553,0.3576282565336378
1554,0.36330999050837076
1555,0.3562515417485006
1556,0.3574578337413269
1557,0.3752251778174448
1558,0.3855250221725551
1559,0.3721786144987225
1560,0.3806090770239195
1561,0.3632697106560744
1562,0.3609194410337895
1563,0.36438048206964607
1564,0.3650921609218464
1565,0.3387880341405666
1566,0.3387880341405666
1567,0.3387880341405666
1568,0.34044378474669756
1569,0.3377150385506034
1570,0.33874762288172156
