bb_idx,MT_BigMHC,WT_BigMHC
454,0.118712,0.12062
455,0.061784,0.024041
456,0.128487,0.03418
457,0.011494,0.006758
458,0.012536,0.014701
459,0.016512,0.01069
460,0.027813,0.012645
461,0.004565,0.002675
462,0.01244,0.016604
463,0.013694,0.01106
464,0.025444,0.006845
465,0.000556,0.00173
466,0.062319,0.07667
467,0.038325,0.102249
468,0.014503,0.224961
469,0.035666,0.051449
470,0.051826,0.092176
471,0.221768,0.399816
472,0.012523,0.018496
473,0.002323,0.006464
474,0.026901,0.02388
475,0.017119,0.062908
476,0.007806,0.018198
477,0.001089,0.001418
478,0.371813,0.332594
479,0.038311,0.040506
480,0.012152,0.029258
481,0.001052,0.003113
482,0.048274,0.060961
483,0.849228,0.764811
484,0.002795,0.002981
485,0.003918,0.011559
486,0.014912,0.011821
487,0.120311,0.043113
488,0.02053,0.019274
489,0.001212,0.003919
490,0.339142,0.220195
491,0.109361,0.089883
492,0.006254,0.005576
493,0.015873,0.015873
494,0.05968,0.05968
495,0.123765,0.123765
496,0.012796,0.012796
497,0.005412,0.005412
498,0.015523,0.015523
499,0.020309,0.020309
500,0.003602,0.003602
501,0.002472,0.002472
502,0.06345,0.06345
503,0.095045,0.095045
504,0.004549,0.004549
505,0.001791,0.003036
506,0.153027,0.207061
507,0.146078,0.359337
508,0.109584,0.072732
509,0.013175,0.00847
510,0.046768,0.066333
511,0.0596,0.048205
512,0.06119,0.033162
513,0.006075,0.005515
514,0.008648,0.017945
515,0.019229,0.016028
516,0.046008,0.014846
517,0.000738,0.001398
518,0.024468,0.032024
519,0.096716,0.055604
520,0.024837,0.161663
521,0.004642,0.015196
522,0.03586,0.072038
523,0.028398,0.087484
524,0.011192,0.02256
525,0.002945,0.005617
526,0.072793,0.067325
527,0.194679,0.29245
528,0.010158,0.022512
529,0.001205,0.002603
530,0.482705,0.46921
531,0.015257,0.069445
532,0.013064,0.017885
533,0.001142,0.001714
534,0.015418,0.017619
535,0.354566,0.238259
536,0.002619,0.008136
537,0.001761,0.005111
538,0.094688,0.113299
539,0.928899,0.753703
540,0.032177,0.028411
541,0.001541,0.002669
542,0.024314,0.036784
543,0.228752,0.091901
544,0.015314,0.013235
545,0.005824,0.010507
546,0.091418,0.044105
547,0.106228,0.085038
548,0.008495,0.015037
549,0.001348,0.001348
550,0.011627,0.011627
551,0.007742,0.007742
552,0.002491,0.002491
553,0.003121,0.003121
554,0.016484,0.016484
555,0.022257,0.022257
556,0.005351,0.005351
557,0.010463,0.006376
558,0.209737,0.251351
559,0.479978,0.496788
560,0.083232,0.122195
561,0.011089,0.011477
562,0.026921,0.065919
563,0.078454,0.075141
564,0.103616,0.0534
565,0.003361,0.007699
566,0.043278,0.063896
567,0.130857,0.280679
568,0.055633,0.246183
569,0.019472,0.03126
570,0.018823,0.028866
571,0.130201,0.098782
572,0.026074,0.023951
573,0.000986,0.00145
574,0.044311,0.042549
575,0.044025,0.065497
576,0.016022,0.029054
577,0.003936,0.009283
578,0.561766,0.473079
579,0.378749,0.433344
580,0.020357,0.043973
581,0.001649,0.004151
582,0.023241,0.038054
583,0.088297,0.232544
584,0.004175,0.007762
585,0.007161,0.007722
586,0.023932,0.037802
587,0.36768,0.365335
588,0.055653,0.067368
589,0.000862,0.003652
590,0.082002,0.111032
591,0.806971,0.68739
592,0.014376,0.022842
593,0.011007,0.02917
594,0.025538,0.051402
595,0.237967,0.161847
596,0.038851,0.026274
597,0.002142,0.004345
598,0.050427,0.030245
599,0.010969,0.012891
600,0.002605,0.002113
601,0.002002,0.002002
602,0.009518,0.009518
603,0.013932,0.013932
604,0.006694,0.006694
605,0.005547,0.004373
606,0.048528,0.153534
607,0.299151,0.295321
608,0.100657,0.154232
609,0.003047,0.007316
610,0.105407,0.166385
611,0.197557,0.468039
612,0.086265,0.286874
613,0.021141,0.023047
614,0.0248,0.041189
615,0.136111,0.175021
616,0.033813,0.03389
617,0.001782,0.003222
618,0.019143,0.017865
619,0.094237,0.074937
620,0.020331,0.028957
621,0.000557,0.000734
622,0.308093,0.337294
623,0.038871,0.08835
624,0.024795,0.038866
625,0.001747,0.003473
626,0.024973,0.022819
627,0.845139,0.824446
628,0.00431,0.009705
629,0.009555,0.018987
630,0.027339,0.049492
631,0.217033,0.270194
632,0.087809,0.08165
633,0.001437,0.001982
634,0.027568,0.040821
635,0.200023,0.336633
636,0.019233,0.067986
637,0.025586,0.028234
638,0.040269,0.067789
639,0.695097,0.711028
640,0.047157,0.069143
641,0.002295,0.003723
642,0.015348,0.016579
643,0.051212,0.02027
644,0.008842,0.007035
645,0.001231,0.00259
646,0.037144,0.018201
647,0.015924,0.017301
648,0.003365,0.002869
649,0.002503,0.002331
650,0.126521,0.133525
651,0.251039,0.439718
652,0.10693,0.230589
653,0.037677,0.059234
654,0.052509,0.083066
655,0.179529,0.311003
656,0.059613,0.077032
657,0.003955,0.006453
658,0.031256,0.049442
659,0.06284,0.141548
660,0.033561,0.052836
661,0.00152,0.002021
662,0.089805,0.084623
663,0.084353,0.10497
664,0.029892,0.045387
665,0.000501,0.001127
666,0.010713,0.011664
667,0.141477,0.220566
668,0.00455,0.011227
669,0.009601,0.018282
670,0.033885,0.042173
671,0.741079,0.754002
672,0.089849,0.104518
673,0.002405,0.003964
674,0.044039,0.047101
675,0.119721,0.197154
676,0.035545,0.044105
677,0.012615,0.027741
678,0.021407,0.028476
679,0.208831,0.405048
680,0.051592,0.170399
681,0.001065,0.002529
682,0.02203,0.024816
683,0.303693,0.213063
684,0.006323,0.008826
685,0.002105,0.003709
686,0.008078,0.006199
687,0.07713,0.023941
688,0.015585,0.011765
689,0.00202,0.00202
690,0.060611,0.060611
691,0.035541,0.035541
692,0.050706,0.050706
693,0.00452,0.00452
694,0.080616,0.080616
695,0.011363,0.011363
696,0.00938,0.00938
697,0.009915,0.009915
698,0.167657,0.167657
699,0.019589,0.019589
700,0.023597,0.023597
701,0.013695,0.013695
702,0.032986,0.032986
703,0.018593,0.018593
704,0.098727,0.098727
705,0.020187,0.020187
706,0.124674,0.124674
707,0.125317,0.125317
708,0.025284,0.025284
709,0.0062,0.0062
710,0.032567,0.032567
711,0.028254,0.028254
712,0.015082,0.015082
713,0.00225,0.00225
714,0.046369,0.046369
715,0.056517,0.056517
716,0.010359,0.010359
717,0.003488,0.003488
718,0.060118,0.060118
719,0.05797,0.05797
720,0.015939,0.015939
721,0.001585,0.001585
722,0.05643,0.05643
723,0.039499,0.039499
724,0.02156,0.02156
725,0.006271,0.006271
726,0.03749,0.03749
727,0.152685,0.152685
728,0.004301,0.004301
729,0.001867,0.001867
730,0.027901,0.027901
731,0.029121,0.029121
732,0.00906,0.00906
733,0.007238,0.007238
734,0.018855,0.018855
735,0.02343,0.02343
736,0.005171,0.005171
737,0.000581,0.000557
738,0.095929,0.133043
739,0.042924,0.086729
740,0.027548,0.016548
741,0.005141,0.005473
742,0.287445,0.264717
743,0.143516,0.188227
744,0.039215,0.039026
745,0.002626,0.00233
746,0.10131,0.10471
747,0.039622,0.034595
748,0.051136,0.026421
749,0.011729,0.011918
750,0.043871,0.035774
751,0.021279,0.017816
752,0.023213,0.020891
753,0.065289,0.052021
754,0.041214,0.047111
755,0.065523,0.081623
756,0.055089,0.056719
757,0.003517,0.003517
758,0.02686,0.02686
759,0.013661,0.013661
760,0.021647,0.021647
761,0.012284,0.012284
762,0.453321,0.453321
763,0.010687,0.010687
764,0.009785,0.009785
765,0.005397,0.005397
766,0.008183,0.008183
767,0.012675,0.012675
768,0.014297,0.014297
769,0.018779,0.018779
770,0.021795,0.021795
771,0.024718,0.024718
772,0.016006,0.016006
773,0.007134,0.007134
774,0.03136,0.03136
775,0.080326,0.080326
776,0.021751,0.021751
777,0.001952,0.001952
778,0.206125,0.206125
779,0.013752,0.013752
780,0.0033,0.0033
781,0.00411,0.00411
782,0.020327,0.020327
783,0.029211,0.029211
784,0.015259,0.015259
785,0.000924,0.000924
786,0.080053,0.080053
787,0.123958,0.123958
788,0.004926,0.004926
789,0.001191,0.001191
790,0.072727,0.072727
791,0.03002,0.03002
792,0.039501,0.039501
793,0.004737,0.004737
794,0.015062,0.015062
795,0.034263,0.034263
796,0.002715,0.002715
797,0.003039,0.003039
798,0.04556,0.04556
799,0.014034,0.014034
800,0.007116,0.007116
801,0.002422,0.00202
802,0.018026,0.022338
803,0.016314,0.019717
804,0.005402,0.006645
805,0.000602,0.000695
806,0.53259,0.521885
807,0.11722,0.297918
808,0.028169,0.032153
809,0.006555,0.006688
810,0.064844,0.06111
811,0.212519,0.179619
812,0.222278,0.165095
813,0.00995,0.007701
814,0.026577,0.023874
815,0.013324,0.008314
816,0.073943,0.049327
817,0.011794,0.010833
818,0.015734,0.015059
819,0.081994,0.082218
820,0.052077,0.035817
821,0.0043,0.0043
822,0.364601,0.364601
823,0.03693,0.03693
824,0.038024,0.038024
825,0.003307,0.003307
826,0.127786,0.127786
827,0.020269,0.020269
828,0.026995,0.026995
829,0.010596,0.010596
830,0.007577,0.007577
831,0.004328,0.004328
832,0.011034,0.011034
833,0.004445,0.004445
834,0.025401,0.025401
835,0.017142,0.017142
836,0.011066,0.011066
837,0.001458,0.001458
838,0.152789,0.152789
839,0.252813,0.252813
840,0.003424,0.003424
841,0.003013,0.003013
842,0.040397,0.040397
843,0.020678,0.020678
844,0.01355,0.01355
845,0.001001,0.001001
846,0.013298,0.013298
847,0.016432,0.016432
848,0.005422,0.005422
849,0.000429,0.000429
850,0.080053,0.080053
851,0.336783,0.336783
852,0.006477,0.006477
853,0.001125,0.001125
854,0.141355,0.141355
855,0.068763,0.068763
856,0.021136,0.021136
857,0.005526,0.005526
858,0.012407,0.012407
859,0.018489,0.018489
860,0.002552,0.002552
861,0.00102,0.000772
862,0.084738,0.095437
863,0.011278,0.016615
864,0.008376,0.007063
865,0.002602,0.002622
866,0.266605,0.221197
867,0.012933,0.023132
868,0.009082,0.008065
869,0.000276,0.000331
870,0.133724,0.104985
871,0.078519,0.098951
872,0.025649,0.020118
873,0.009237,0.00662
874,0.012369,0.01126
875,0.042992,0.033001
876,0.091946,0.066491
877,0.009663,0.006502
878,0.010055,0.011681
879,0.023962,0.028658
880,0.043401,0.042754
881,0.001483,0.001483
882,0.095813,0.095813
883,0.038533,0.038533
884,0.024628,0.024628
885,0.00622,0.00622
886,0.064443,0.064443
887,0.00817,0.00817
888,0.007566,0.007566
889,0.001165,0.001165
890,0.007104,0.007104
891,0.009023,0.009023
892,0.002612,0.002612
893,0.002041,0.002041
894,0.033398,0.033398
895,0.008245,0.008245
896,0.00209,0.00209
897,0.005109,0.005109
898,0.026404,0.026404
899,0.0478,0.0478
900,0.019098,0.019098
901,0.001364,0.001364
902,0.060728,0.060728
903,0.028156,0.028156
904,0.007096,0.007096
905,0.000603,0.000603
906,0.011974,0.011974
907,0.013087,0.013087
908,0.011851,0.011851
909,0.000972,0.000972
910,0.1364,0.1364
911,0.383218,0.383218
912,0.00824,0.00824
913,0.001599,0.001599
914,0.117446,0.117446
915,0.025826,0.025826
916,0.008419,0.008419
917,0.001258,0.001127
918,0.011849,0.017702
919,0.020403,0.024059
920,0.003914,0.00379
921,0.002473,0.002045
922,0.584259,0.528299
923,0.016348,0.027994
924,0.01291,0.00987
925,0.00136,0.001511
926,0.036892,0.036605
927,0.038797,0.047111
928,0.041798,0.025271
929,0.001977,0.001257
930,0.052237,0.035288
931,0.06943,0.060828
932,0.043151,0.03224
933,0.011174,0.008969
934,0.01217,0.01118
935,0.076317,0.088382
936,0.081526,0.082786
937,0.006895,0.006895
938,0.055204,0.055204
939,0.01755,0.01755
940,0.029095,0.029095
941,0.001449,0.001449
942,0.024914,0.024914
943,0.015267,0.015267
944,0.007847,0.007847
945,0.001892,0.001892
946,0.008078,0.008078
947,0.002868,0.002868
948,0.002155,0.002155
949,0.015461,0.015461
950,0.017811,0.017811
951,0.0301,0.0301
952,0.020976,0.020976
953,0.003596,0.003596
954,0.05456,0.05456
955,0.201848,0.201848
956,0.013781,0.013781
957,0.001033,0.001033
958,0.023606,0.023606
959,0.013764,0.013764
960,0.010568,0.010568
961,0.001457,0.001457
962,0.018824,0.018824
963,0.044264,0.044264
964,0.016114,0.016114
965,0.002079,0.002079
966,0.116132,0.116132
967,0.176629,0.176629
968,0.005119,0.005119
969,0.000728,0.000591
970,0.16365,0.18602
971,0.034888,0.048668
972,0.038945,0.020759
973,0.004123,0.003745
974,0.120144,0.099284
975,0.019778,0.025828
976,0.010093,0.007478
977,0.001956,0.002161
978,0.064308,0.059976
979,0.030637,0.037078
980,0.019486,0.013128
981,0.005753,0.00458
982,0.012518,0.011063
983,0.015425,0.013173
984,0.043293,0.030509
985,0.001832,0.001394
986,0.026309,0.022413
987,0.205028,0.232211
988,0.076556,0.071667
989,0.000819,0.000819
990,0.032952,0.032952
991,0.039883,0.039883
992,0.043581,0.043581
993,0.001433,0.001433
994,0.036317,0.036317
995,0.006725,0.006725
996,0.004205,0.004205
997,0.009636,0.009636
998,0.005585,0.005585
999,0.016702,0.016702
1000,0.008336,0.008336
1001,0.003245,0.003245
1002,0.016819,0.016819
1003,0.064638,0.064638
1004,0.023121,0.023121
1005,0.001762,0.001762
1006,0.033489,0.033489
1007,0.147388,0.147388
1008,0.014844,0.014844
1009,0.002352,0.002352
1010,0.053376,0.053376
1011,0.097849,0.097849
1012,0.018883,0.018883
1013,0.003333,0.003333
1014,0.018412,0.018412
1015,0.053024,0.053024
1016,0.010845,0.010845
1017,0.000816,0.000699
1018,0.062878,0.101756
1019,0.096291,0.147786
1020,0.019705,0.014729
1021,0.000581,0.000606
1022,0.201708,0.189893
1023,0.021678,0.033897
1024,0.015866,0.013424
1025,0.00219,0.00308
1026,0.035039,0.033736
1027,0.05316,0.059303
1028,0.036352,0.023001
1029,0.012685,0.007881
1030,0.018901,0.015457
1031,0.010996,0.009745
1032,0.066476,0.0445
1033,0.005349,0.004626
1034,0.009265,0.0098
1035,0.046571,0.051288
1036,0.064531,0.059979
1037,0.000847,0.000847
1038,0.036816,0.036816
1039,0.022185,0.022185
1040,0.018991,0.018991
1041,0.004129,0.004129
1042,0.018871,0.018871
1043,0.027518,0.027518
1044,0.024243,0.024243
1045,0.003629,0.003629
1046,0.00509,0.00509
1047,0.020746,0.020746
1048,0.009735,0.009735
1049,0.002575,0.002575
1050,0.012801,0.012801
1051,0.031555,0.031555
1052,0.019042,0.019042
1053,0.004062,0.004062
1054,0.039645,0.039645
1055,0.334151,0.334151
1056,0.033229,0.033229
1057,0.004577,0.004577
1058,0.06683,0.06683
1059,0.108514,0.108514
1060,0.012409,0.012409
1061,0.00118,0.001021
1062,0.009504,0.015565
1063,0.087575,0.133219
1064,0.029329,0.022716
1065,0.00149,0.00128
1066,0.263312,0.239743
1067,0.159258,0.241754
1068,0.023032,0.016503
1069,0.000372,0.000448
1070,0.054977,0.05049
1071,0.032969,0.034789
1072,0.086401,0.057305
1073,0.008255,0.007188
1074,0.010603,0.009127
1075,0.051347,0.042238
1076,0.037046,0.027713
1077,0.016429,0.014477
1078,0.013295,0.01438
1079,0.041476,0.049948
1080,0.089804,0.086809
1081,0.001037,0.001037
1082,0.12888,0.12888
1083,0.033071,0.033071
1084,0.204859,0.204859
1085,0.003739,0.003739
1086,0.094042,0.094042
1087,0.099896,0.099896
1088,0.047282,0.047282
1089,0.006167,0.006167
1090,0.108648,0.108648
1091,0.250673,0.250673
1092,0.034658,0.034658
1093,0.005281,0.005281
1094,0.209246,0.209246
1095,0.084658,0.084658
1096,0.015242,0.015242
1097,0.004592,0.004592
1098,0.038204,0.038204
1099,0.045483,0.045483
1100,0.008238,0.008238
1101,0.00363,0.004246
1102,0.02932,0.021216
1103,0.031103,0.008378
1104,0.158786,0.01704
1105,0.018301,0.005311
1106,0.074156,0.099419
1107,0.030162,0.015345
1108,0.023232,0.017994
1109,0.03796,0.012013
1110,0.217726,0.159758
1111,0.215247,0.136515
1112,0.037894,0.017184
1113,0.002514,0.007934
1114,0.027394,0.05558
1115,0.024021,0.129092
1116,0.013774,0.144628
1117,0.011042,0.008389
1118,0.044818,0.073883
1119,0.031284,0.045026
1120,0.007912,0.018341
1121,0.002398,0.009307
1122,0.147184,0.267955
1123,0.703852,0.518138
1124,0.052171,0.046424
1125,0.003271,0.00607
1126,0.135779,0.096464
1127,0.123708,0.048398
1128,0.026916,0.014455
1129,0.000474,0.002359
1130,0.052735,0.025279
1131,0.116817,0.069288
1132,0.001065,0.0011
1133,0.015824,0.015824
1134,0.040855,0.040855
1135,0.149278,0.149278
1136,0.036093,0.036093
1137,0.001784,0.001784
1138,0.034791,0.034791
1139,0.012931,0.012931
1140,0.136913,0.136913
1141,0.008899,0.008899
1142,0.129823,0.129823
1143,0.098733,0.098733
1144,0.038069,0.038069
1145,0.007238,0.007238
1146,0.164877,0.164877
1147,0.311519,0.311519
1148,0.024931,0.024931
1149,0.006267,0.006267
1150,0.13069,0.13069
1151,0.062458,0.062458
1152,0.015763,0.015763
1153,0.003599,0.004421
1154,0.021475,0.010943
1155,0.025732,0.009382
1156,0.098946,0.015619
1157,0.019866,0.006165
1158,0.022941,0.02254
1159,0.010714,0.00751
1160,0.022707,0.011319
1161,0.004941,0.003833
1162,0.026335,0.033943
1163,0.017216,0.019634
1164,0.028195,0.014041
1165,0.008564,0.016662
1166,0.067532,0.117599
1167,0.113966,0.344598
1168,0.041241,0.278673
1169,0.0145,0.027496
1170,0.007425,0.011902
1171,0.009947,0.029367
1172,0.009929,0.013847
1173,0.002613,0.00168
1174,0.083825,0.072834
1175,0.031235,0.041955
1176,0.011062,0.024775
1177,0.001224,0.004183
1178,0.602602,0.585785
1179,0.834762,0.423863
1180,0.014455,0.018689
1181,0.00124,0.003188
1182,0.008891,0.007295
1183,0.315949,0.06858
1184,0.002367,0.002756
1185,0.00428,0.012668
1186,0.273583,0.075376
1187,0.078415,0.045155
1188,0.017367,0.007974
1189,0.002136,0.002136
1190,0.063094,0.063094
1191,0.037968,0.037968
1192,0.074926,0.074926
1193,0.00123,0.00123
1194,0.252762,0.252762
1195,0.39169,0.39169
1196,0.022319,0.022319
1197,0.001802,0.001802
1198,0.130195,0.130195
1199,0.493772,0.493772
1200,0.025662,0.025662
1201,0.003869,0.006417
1202,0.118712,0.12062
1203,0.061784,0.024041
1204,0.128487,0.03418
1205,0.011494,0.006758
1206,0.012536,0.014701
1207,0.016512,0.01069
1208,0.027813,0.012645
1209,0.004565,0.002675
1210,0.01244,0.016604
1211,0.013694,0.01106
1212,0.025444,0.006845
1213,0.000556,0.00173
1214,0.062319,0.07667
1215,0.038325,0.102249
1216,0.014503,0.224961
1217,0.035666,0.051449
1218,0.051826,0.092176
1219,0.221768,0.399816
1220,0.012523,0.018496
1221,0.002323,0.006464
1222,0.026901,0.02388
1223,0.017119,0.062908
1224,0.007806,0.018198
1225,0.001089,0.001418
1226,0.371813,0.332594
1227,0.038311,0.040506
1228,0.012152,0.029258
1229,0.001052,0.003113
1230,0.048274,0.060961
1231,0.849228,0.764811
1232,0.002795,0.002981
1233,0.003918,0.011559
1234,0.014912,0.011821
1235,0.120311,0.043113
1236,0.02053,0.019274
1237,0.000401,0.000401
1238,0.112688,0.112688
1239,0.020426,0.020426
1240,0.052147,0.052147
1241,0.001146,0.001146
1242,0.154565,0.154565
1243,0.460434,0.460434
1244,0.020255,0.020255
1245,0.001791,0.003036
1246,0.153027,0.207061
1247,0.146078,0.359337
1248,0.109584,0.072732
1249,0.013175,0.00847
1250,0.046768,0.066333
1251,0.0596,0.048205
1252,0.06119,0.033162
1253,0.006075,0.005515
1254,0.008648,0.017945
1255,0.019229,0.016028
1256,0.046008,0.014846
1257,0.000738,0.001398
1258,0.024468,0.032024
1259,0.096716,0.055604
1260,0.024837,0.161663
1261,0.004642,0.015196
1262,0.03586,0.072038
1263,0.028398,0.087484
1264,0.011192,0.02256
1265,0.002945,0.005617
1266,0.072793,0.067325
1267,0.194679,0.29245
1268,0.010158,0.022512
1269,0.001205,0.002603
1270,0.482705,0.46921
1271,0.015257,0.069445
1272,0.013064,0.017885
1273,0.001142,0.001714
1274,0.015418,0.017619
1275,0.354566,0.238259
1276,0.002619,0.008136
1277,0.001761,0.005111
1278,0.094688,0.113299
1279,0.928899,0.753703
1280,0.032177,0.028411
1281,0.000573,0.000573
1282,0.059231,0.059231
1283,0.066645,0.066645
1284,0.055526,0.055526
1285,0.002024,0.004535
1286,0.129875,0.093835
1287,0.213353,0.316593
1288,0.133868,0.053903
1289,0.010463,0.006376
1290,0.209737,0.251351
1291,0.479978,0.496788
1292,0.083232,0.122195
1293,0.011089,0.011477
1294,0.026921,0.065919
1295,0.078454,0.075141
1296,0.103616,0.0534
1297,0.003361,0.007699
1298,0.043278,0.063896
1299,0.130857,0.280679
1300,0.055633,0.246183
1301,0.019472,0.03126
1302,0.018823,0.028866
1303,0.130201,0.098782
1304,0.026074,0.023951
1305,0.000986,0.00145
1306,0.044311,0.042549
1307,0.044025,0.065497
1308,0.016022,0.029054
1309,0.003936,0.009283
1310,0.561766,0.473079
1311,0.378749,0.433344
1312,0.020357,0.043973
1313,0.001649,0.004151
1314,0.023241,0.038054
1315,0.088297,0.232544
1316,0.004175,0.007762
1317,0.007161,0.007722
1318,0.023932,0.037802
1319,0.36768,0.365335
1320,0.055653,0.067368
1321,0.000539,0.001561
1322,0.057178,0.046113
1323,0.041238,0.071229
1324,0.150291,0.130613
1325,0.007138,0.005344
1326,0.085393,0.113219
1327,0.379285,0.40363
1328,0.05602,0.062471
1329,0.005547,0.004373
1330,0.048528,0.153534
1331,0.299151,0.295321
1332,0.100657,0.154232
1333,0.003047,0.007316
1334,0.105407,0.166385
1335,0.197557,0.468039
1336,0.086265,0.286874
1337,0.021141,0.023047
1338,0.0248,0.041189
1339,0.136111,0.175021
1340,0.033813,0.03389
1341,0.001782,0.003222
1342,0.019143,0.017865
1343,0.094237,0.074937
1344,0.020331,0.028957
1345,0.000557,0.000734
1346,0.308093,0.337294
1347,0.038871,0.08835
1348,0.024795,0.038866
1349,0.001747,0.003473
1350,0.024973,0.022819
1351,0.845139,0.824446
1352,0.00431,0.009705
1353,0.009555,0.018987
1354,0.027339,0.049492
1355,0.217033,0.270194
1356,0.087809,0.08165
1357,0.003562,0.002464
1358,0.040334,0.042993
1359,0.131157,0.165761
1360,0.071848,0.092155
1361,0.003565,0.004024
1362,0.022458,0.037937
1363,0.222818,0.211392
1364,0.071251,0.059948
1365,0.002503,0.002331
1366,0.126521,0.133525
1367,0.251039,0.439718
1368,0.10693,0.230589
1369,0.037677,0.059234
1370,0.052509,0.083066
1371,0.179529,0.311003
1372,0.059613,0.077032
1373,0.003955,0.006453
1374,0.031256,0.049442
1375,0.06284,0.141548
1376,0.033561,0.052836
1377,0.00152,0.002021
1378,0.089805,0.084623
1379,0.084353,0.10497
1380,0.029892,0.045387
1381,0.000501,0.001127
1382,0.010713,0.011664
1383,0.141477,0.220566
1384,0.00455,0.011227
1385,0.009601,0.018282
1386,0.033885,0.042173
1387,0.741079,0.754002
1388,0.089849,0.104518
1389,0.001992,0.002402
1390,0.024329,0.023675
1391,0.025269,0.031103
1392,0.003998,0.003986
1393,0.002441,0.004107
1394,0.018162,0.024099
1395,0.007619,0.009799
1396,0.002796,0.005278
1397,0.012301,0.019367
1398,0.067938,0.085103
1399,0.037175,0.062904
1400,0.030629,0.049916
1401,0.001772,0.00177
1402,0.073789,0.040027
1403,0.025148,0.008658
1404,0.008827,0.004413
1405,0.001014,0.001494
1406,0.00758,0.011337
1407,0.007932,0.011148
1408,0.005135,0.007066
1409,0.002266,0.002266
1410,0.034169,0.034169
1411,0.013943,0.013943
1412,0.015651,0.015651
1413,0.008438,0.008438
1414,0.106675,0.106675
1415,0.086714,0.086714
1416,0.061913,0.061913
1417,0.005307,0.005307
1418,0.008953,0.008953
1419,0.024266,0.024266
1420,0.022161,0.022161
1421,0.001421,0.001419
1422,0.01329,0.013107
1423,0.007365,0.009019
1424,0.003217,0.003837
1425,0.002334,0.004437
1426,0.008078,0.012373
1427,0.006836,0.009357
1428,0.016357,0.036781
1429,0.002594,0.003718
1430,0.04512,0.045688
1431,0.027949,0.029578
1432,0.022385,0.020597
1433,0.000324,0.000394
1434,0.034088,0.034632
1435,0.016887,0.004723
1436,0.004151,0.002745
1437,0.001382,0.001359
1438,0.008569,0.007006
1439,0.006981,0.00906
1440,0.006195,0.006769
1441,0.003812,0.003812
1442,0.040886,0.040886
1443,0.07194,0.07194
1444,0.053686,0.053686
1445,0.002049,0.002049
1446,0.019016,0.019016
1447,0.021769,0.021769
1448,0.01605,0.01605
1449,0.004038,0.004569
